idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity
4708,2708,527.387402,527.385857,527.389303,797.29705,796.483,799.0423,92,92,401851.1205,pos
4709,2709,527.402921,527.401128,527.404657,827.9994,824.8651,831.3321,96,96,125156.3007,pos
4710,2710,527.657097,527.654972,527.658455,406.5391,405.4292,407.8228,98,98,192024.9103,pos
4711,2711,527.781066,527.779214,527.782839,358.51865,357.6498,359.8845,98,98,381641.0661,pos
4712,2712,527.799608,527.793726,527.811744,698.3458,689.4068,701.3189,99,99,390343.3043,pos
4713,2713,527.991519,527.989395,527.993509,406.56135,405.4337,407.8867,98,98,138318.4703,pos
4714,2714,528.28259,528.280194,528.284801,358.38145,357.0033,359.7306,94,94,151367.7374,pos
4715,2715,528.313181,528.305286,528.329976,709.82945,704.129,710.9046,100,100,1251855.111,pos
4716,2716,528.390857,528.380921,528.393026,796.1104,764.1509,796.9739,93,92,111568.3251,pos
4717,2717,528.812917,528.809461,528.81806,709.6243,707.8215,710.4406,99,99,699257.471,pos
4718,2718,528.955179,528.953283,528.957672,406.3867,404.9835,407.6235,98,98,223748.3949,pos
4719,2719,529.308575,529.306668,529.310226,406.6858,405.8747,407.5129,99,99,968811.3226,pos
4720,2720,529.304137,529.288454,529.321353,704.5564,700.5352,711.8755,97,97,233064.2235,pos
4721,2721,529.643184,529.641139,529.64484,406.6623,405.953,407.7337,99,99,741991.3631,pos
4722,2722,529.795296,529.789066,529.802224,702.0848,700.5664,705.3179,97,97,98803.56456,pos
4723,2723,529.977606,529.975393,529.979225,406.5762,405.6266,407.8161,99,99,310714.2085,pos
4724,2724,530.260311,530.257646,530.26813,358.7378,357.735,360.6357,99,99,393350.8458,pos
4725,2725,530.276931,530.275177,530.278536,293.3097,292.6709,294.1268,54,54,34665.13113,pos
4726,2726,530.314881,530.283215,530.318582,688.5073,681.1953,690.1168,99,99,274961.2728,pos
4727,2727,530.353956,530.352266,530.355676,736.5459,735.7435,737.1629,69,69,184229.346,pos
4728,2728,530.606495,530.604744,530.608253,406.42015,405.4291,407.7355,98,98,440446.6352,pos
4729,2729,530.760972,530.759184,530.766391,358.71655,356.8172,359.9416,94,94,152716.7431,pos
4730,2730,530.786963,530.78478,530.788868,681.677,680.8192,682.3428,98,98,131972.115,pos
4731,2731,530.803643,530.79962,530.806913,746.7999,745.5238,748.1781,61,61,42226.65789,pos
4732,2732,530.960387,530.958536,530.962235,406.8453,405.9943,407.5129,99,99,1572658.931,pos
4733,2733,531.215903,531.214269,531.217633,585.2321,583.6563,586.8815,91,91,315945.514,pos
4734,2734,531.25659,531.25376,531.260994,358.4281,356.5817,360.4067,67,67,56423.30754,pos
4735,2735,531.296057,531.293114,531.322593,406.56525,382.0905,408.1033,168,99,1199930.99,pos
4736,2736,531.320015,531.318466,531.321506,681.8889,681.3224,682.6435,99,99,722927.5631,pos
4737,2737,531.629651,531.627681,531.631342,406.7476,405.8781,407.7308,99,99,511029.0416,pos
4738,2738,531.813029,531.811177,531.814517,364.1174,363.2704,364.8398,99,99,554417.6614,pos
4739,2739,531.821286,531.819417,531.823025,681.45795,680.9708,681.9835,98,98,453796.014,pos
4740,2740,531.963367,531.96117,531.967243,406.65835,405.5168,408.3108,98,98,152936.6434,pos
4741,2741,532.219243,532.217509,532.220882,584.8719,583.5417,586.3741,66,66,69516.87186,pos
4742,2742,532.316009,532.314329,532.319208,363.4913,361.9756,364.8361,98,98,287553.7406,pos
4743,2743,532.333061,532.331381,532.334564,721.21985,720.0122,722.6268,100,100,1215009.887,pos
4744,2744,532.321647,532.316924,532.324114,681.6778,680.7169,683.3994,91,91,203293.0486,pos
4745,2745,532.369274,532.367685,532.371195,770.4497,768.7849,771.3882,64,64,52073.81374,pos
4746,2746,532.612513,532.610626,532.614912,406.933,405.9473,407.7337,99,99,1272258.013,pos
4747,2747,532.641338,532.63983,532.643171,739.9656,738.7872,741.8856,99,99,300246.1622,pos
4748,2748,532.81856,532.813701,532.823162,362.6596,361.2802,364.8894,54,54,31151.09664,pos
4749,2749,532.947054,532.945039,532.949057,406.8842,405.9943,407.8161,99,99,946770.4008,pos
4750,2750,532.975775,532.973931,532.97745,739.8567,738.6597,742.3952,97,97,246347.9348,pos
4751,2751,533.280441,533.278031,533.28474,407.0944,406.3532,408.3108,99,99,417478.8044,pos
4752,2752,533.316637,533.301436,533.319635,674.7561,646.5273,678.1084,66,66,82715.75219,pos
4753,2753,533.310116,533.307917,533.31333,742.0608,740.0306,754.2361,57,57,44530.78817,pos
4754,2754,533.33598,533.33419,533.337779,714.83185,713.5294,717.649,100,100,680184.9417,pos
4755,2755,533.377358,533.375071,533.379505,759.49725,756.7795,765.1964,62,62,53774.86031,pos
4756,2756,533.615733,533.613181,533.620423,406.6209,405.4342,408.6092,91,91,124489.5525,pos
4757,2757,533.798707,533.79686,533.800333,383.4865,382.581,384.2013,99,99,552467.5057,pos
4758,2758,533.842259,533.840366,533.844006,757.0959,755.8451,758.1249,99,99,331962.3471,pos
4759,2759,533.837101,533.835376,533.838784,711.6214,710.9111,712.552,94,94,247815.0831,pos
4760,2760,533.961509,533.952691,533.96944,405.94155,403.833,408.6725,58,58,30428.36099,pos
4761,2761,534.2899,534.288222,534.292133,701.7439,701.0974,702.4263,99,99,1333076.95,pos
4762,2762,534.312753,534.310994,534.314956,662.646,661.3932,663.9981,98,98,177905.5071,pos
4763,2763,534.308081,534.306271,534.309634,310.81335,310.149,311.6276,98,98,353307.6657,pos
4764,2764,534.312719,534.311258,534.314626,555.71615,554.6708,560.1298,90,90,155806.808,pos
4765,2765,534.294082,534.288688,534.299592,364.0425,362.586,384.2177,63,63,319097.6204,pos
4766,2766,534.344087,534.341338,534.346198,756.95755,755.4682,757.9382,96,96,182018.5056,pos
4767,2767,534.787466,534.785935,534.789365,701.90545,701.1,702.9366,98,98,348520.8719,pos
4768,2768,534.794446,534.790449,534.799584,362.87125,360.4864,365.5327,96,96,237585.5329,pos
4769,2769,535.217417,535.215316,535.218978,650.019,647.9861,652.0612,58,58,37883.81912,pos
4770,2770,535.232144,535.23037,535.233616,293.6112,292.6438,294.684,99,99,145605.6316,pos
4771,2771,535.296067,535.292536,535.318289,699.5723,664.0302,702.7583,105,100,389810.0074,pos
4772,2772,535.28373,535.281633,535.315738,541.8854,540.9714,555.5225,90,90,100913.4853,pos
4773,2773,535.311929,535.309675,535.31463,310.43245,309.7084,311.6007,64,64,35334.00517,pos
4774,2774,535.351265,535.349582,535.394069,746.4021,736.2093,747.1149,97,97,407238.1385,pos
4775,2775,535.392666,535.391323,535.394529,770.1341,768.2199,772.4217,75,75,162787.8698,pos
4776,2776,535.618828,535.614999,535.622973,405.3668,403.8473,407.2608,70,70,55745.47089,pos
4777,2777,535.814077,535.811544,535.817122,392.6477,391.7801,393.597,81,81,66223.75693,pos
4778,2778,535.855077,535.853028,535.857958,751.4018,748.1105,756.8235,60,60,180391.2772,pos
4779,2779,536.278406,536.275153,536.284563,383.3869,382.5023,384.8558,99,99,484517.3022,pos
4780,2780,536.319963,536.318466,536.321707,757.1144,756.0666,758.2074,99,99,1461848.867,pos
4781,2781,536.302322,536.298806,536.304317,710.5621,707.2747,711.554,97,97,575118.2497,pos
4782,2782,536.617193,536.613106,536.621613,406.3608,404.8226,408.7108,59,59,42914.54366,pos
4783,2783,536.779832,536.77607,536.784836,383.6717,382.7924,385.1814,98,98,206588.2654,pos
4784,2784,536.803854,536.801727,536.806068,710.7499,709.6863,711.5577,95,95,308018.6563,pos
4785,2785,536.821735,536.819939,536.823568,757.058,756.0519,758.1249,99,99,803190.0814,pos
4786,2786,537.226738,537.225098,537.228781,293.6474,292.6709,294.5046,98,98,155279.5816,pos
4787,2787,537.304084,537.301004,537.30603,710.4799,708.9716,711.7706,96,96,198430.6221,pos
4788,2788,537.322515,537.320146,537.324727,756.2265,754.6884,757.406,99,99,277419.1122,pos
4789,2789,537.8048,537.803307,537.807097,710.9376,709.3976,711.8738,82,82,61123.84326,pos
4790,2790,537.939083,537.935671,537.945036,406.9481,405.7045,408.6092,93,93,134232.9814,pos
4791,2791,538.289767,538.28415,538.294877,702.7019,699.6658,705.5699,99,99,262483.4402,pos
4792,2792,538.300281,538.289908,538.309781,408.6179,405.5168,410.3287,98,98,226134.3665,pos
4793,2793,538.335462,538.333454,538.338562,759.2021,758.5499,760.29,77,77,623749.9108,pos
4794,2794,538.6443,538.639136,538.649688,408.8525,407.0544,411.0942,81,81,120259.9879,pos
4795,2795,538.80291,538.799671,538.805732,363.2317,361.7543,364.8911,97,97,108335.7333,pos
4796,2796,538.837315,538.835311,538.84685,759.162,758.3023,760.4491,99,99,484087.367,pos
4797,2797,539.263447,539.261755,539.26476,310.84925,310.3706,311.3816,100,100,396821.2518,pos
4798,2798,539.30874,539.306919,539.31051,681.44785,680.8192,682.1226,100,100,3377265.577,pos
4799,2799,539.351969,539.349319,539.357068,758.36125,757.6782,759.6607,100,100,1534329.409,pos
4800,2800,539.810321,539.799013,539.81208,681.4777,680.8192,708.819,100,99,1831387.723,pos
4801,2801,539.9794,539.972797,539.982687,412.1492,410.7944,413.0474,99,99,573103.4738,pos
4802,2802,540.26654,540.264641,540.26841,310.3976,309.6103,311.1096,71,71,49145.59651,pos
4803,2803,540.301673,540.300136,540.30339,655.0982,653.6076,655.8697,100,100,537980.6169,pos
4804,2804,540.313845,540.31166,540.315576,683.73035,681.9008,700.8562,94,94,929799.7809,pos
4805,2805,540.314482,540.295184,540.317088,412.40115,408.0772,413.4693,78,78,415733.6584,pos
4806,2806,540.326483,540.324553,540.327938,364.0137,363.371,364.8398,99,99,816036.0889,pos
4807,2807,540.354475,540.352721,540.357374,758.3433,757.4718,759.525,100,100,437899.6134,pos
4808,2808,540.648434,540.633883,540.651721,411.9637,409.6222,413.3555,81,81,179023.223,pos
4809,2809,540.816163,540.813858,540.818522,700.6482,698.6506,701.9143,71,71,237783.6977,pos
4810,2810,540.828177,540.826186,540.830065,363.9779,363.0743,364.8501,99,99,393794.185,pos
4811,2811,541.257856,541.256149,541.259539,311.4193,310.6183,312.1246,100,100,625690.0313,pos
4812,2812,541.248555,541.247215,541.250565,358.85175,357.7291,360.6357,60,60,76708.1068,pos
4813,2813,541.305328,541.303571,541.307147,654.41275,653.2916,655.8492,92,92,136921.0024,pos
4814,2814,541.324233,541.322586,541.326071,711.8039,711.1767,712.552,99,99,1943640.8,pos
4815,2815,541.366641,541.365124,541.368598,652.1851,651.1595,653.079,100,100,933222.9632,pos
4816,2816,541.826004,541.824245,541.827943,711.8911,711.2107,712.6651,99,99,1030341.143,pos
4817,2817,542.261473,542.25946,542.26309,311.1049,310.4374,312.0971,71,71,118704.5817,pos
4818,2818,542.272853,542.271084,542.274821,363.8474,362.8578,364.8973,98,98,357657.6606,pos
4819,2819,542.317208,542.3154,542.318825,681.86,681.2739,682.6435,100,100,29496560.68,pos
4820,2820,542.332743,542.331461,542.334406,409.5047,407.6959,410.7944,83,83,128854.9224,pos
4821,2821,542.369862,542.368102,542.371725,651.9419,650.5537,652.8147,95,95,264381.4214,pos
4822,2822,542.666619,542.663747,542.668684,409.53595,407.7646,410.8146,98,98,137636.4073,pos
4823,2823,542.804141,542.802156,542.80558,364.0853,363.2917,364.8398,99,99,1820523.829,pos
4824,2824,542.847464,542.827693,542.84922,748.0218,711.6906,749.6073,95,93,91553.90957,pos
4825,2825,543.320572,543.318741,543.32218,681.7228,681.169,682.4294,100,100,8307777.944,pos
4826,2826,543.30587,543.303794,543.322019,364.1283,363.4341,389.1128,100,100,874036.6539,pos
4827,2827,543.297239,543.295261,543.298851,305.5843,304.9514,306.2436,98,98,414685.4422,pos
4828,2828,543.339705,543.337967,543.341341,746.40925,745.9031,747.0225,98,98,1862256.834,pos
4829,2829,543.397751,543.382484,543.399345,790.2073,754.9598,794.2921,99,99,337656.2675,pos
4830,2830,543.630641,543.628784,543.632364,409.36435,407.3423,410.7611,96,96,179109.2036,pos
4831,2831,543.807066,543.805134,543.808832,364.04875,362.8883,365.1569,98,98,260530.0002,pos
4832,2832,543.841183,543.83904,543.843407,746.40925,745.7953,747.139,100,100,1055268.424,pos
4833,2833,543.821448,543.819783,543.823391,680.1605,679.575,681.0866,81,81,142084.3991,pos
4834,2834,543.983938,543.982045,543.985761,409.6882,408.8525,410.5152,99,99,857152.2048,pos
4835,2835,544.318577,544.316749,544.320155,409.5638,408.7842,410.3287,99,99,682759.1769,pos
4836,2836,544.332776,544.33113,544.334622,712.7788,712.0994,713.489,100,100,20697191.18,pos
4837,2837,544.318916,544.298974,544.324538,296.5947,294.1311,305.8584,85,85,130770.2928,pos
4838,2838,544.33548,544.3337,544.337211,676.8773,675.6916,677.9193,97,97,7789124.356,pos
4839,2839,544.385885,544.384235,544.388649,754.4997,753.5811,755.2677,97,97,205581.6404,pos
4840,2840,544.401064,544.398987,544.403273,790.45315,786.9126,793.5547,64,64,57429.8994,pos
4841,2841,544.653079,544.651227,544.655025,409.6176,408.7333,410.7353,98,98,285922.3935,pos
4842,2842,544.820763,544.818331,544.822517,388.1371,386.6966,389.5063,94,94,87311.7051,pos
4843,2843,544.85038,544.82503,544.857398,747.52595,711.1391,750.0709,94,90,89816.48077,pos
4844,2844,544.986093,544.978188,544.988701,409.4064,407.3995,411.6051,80,80,66557.80822,pos
4845,2845,545.2817,545.279753,545.2833,364.1491,363.29,364.7228,99,99,2270003.768,pos
4846,2846,545.336226,545.334456,545.338049,712.7437,712.0524,713.489,100,100,5444861.338,pos
4847,2847,545.338606,545.337015,545.340551,677.0842,675.8538,677.9193,97,97,2285852.772,pos
4848,2848,545.322179,545.318469,545.324621,747.7848,746.0446,749.5283,97,97,486113.9662,pos
4849,2849,545.413613,545.411759,545.415322,805.9279,803.0695,810.4045,100,100,431863.0322,pos
4850,2850,545.618284,545.617011,545.621064,472.0563,471.2329,472.9077,55,55,33434.35183,pos
4851,2851,545.635903,545.633968,545.637592,409.818,409.0576,410.6311,99,99,1362717.472,pos
4852,2852,545.663725,545.660355,545.666161,739.4689,737.0699,741.7689,78,78,75901.38836,pos
4853,2853,545.783297,545.781174,545.784969,364.1895,363.3829,364.8398,99,99,1108758.747,pos
4854,2854,545.825135,545.821971,545.828168,748.0961,747.0365,749.2843,95,95,253415.0619,pos
4855,2855,545.97056,545.968437,545.972379,409.8327,409.1622,410.5152,99,99,1056839.373,pos
4856,2856,545.998948,545.993853,546.000988,739.45505,737.5808,740.8725,60,60,43367.70671,pos
4857,2857,546.284534,546.28261,546.286276,364.0048,363.1773,365.3406,99,99,325414.6222,pos
4858,2858,546.304913,546.30264,546.307079,409.9459,409.0576,410.903,99,99,484616.0021,pos
4859,2859,546.348515,546.346857,546.350242,746.5483,746.0495,747.3399,100,100,17992813.28,pos
4860,2860,546.350901,546.348834,546.35274,699.9881,699.1026,701.1542,94,94,2141723.085,pos
4861,2861,546.416858,546.414777,546.418694,806.0705,803.2963,811.0073,86,86,125280.2598,pos
4862,2862,546.638986,546.636177,546.642541,409.5644,408.1161,411.1792,94,94,138102.1412,pos
4863,2863,547.288051,547.285986,547.289715,409.9471,408.9558,410.5928,99,99,1102376.709,pos
4864,2864,547.294695,547.292947,547.296442,681.38135,680.4783,682.2745,96,96,676890.39,pos
4865,2865,547.328599,547.326649,547.330154,321.2535,320.4255,321.6947,99,99,1195477.551,pos
4866,2866,547.352066,547.350085,547.35383,746.45025,745.9956,747.3289,100,100,4628853.379,pos
4867,2867,547.377148,547.375524,547.387375,667.3161,662.3884,669.3845,93,93,76844.39015,pos
4868,2868,547.416094,547.414483,547.417728,764.8281,763.3608,765.7253,97,97,555529.6569,pos
4869,2869,547.622443,547.620443,547.624422,409.8681,408.9558,410.8538,99,99,862367.5865,pos
4870,2870,547.651067,547.649382,547.652914,739.5296,737.5808,742.3358,99,99,353978.1171,pos
4871,2871,547.796319,547.794652,547.798015,681.3668,680.4783,682.1226,99,99,384095.4093,pos
4872,2872,547.842292,547.838687,547.846343,752.6647,750.0796,756.0736,73,73,57223.50658,pos
4873,2873,547.956885,547.95486,547.959639,409.9083,408.8048,410.8969,99,99,379105.3622,pos
4874,2874,547.985321,547.98356,547.987519,739.6607,738.2604,741.8856,94,94,153574.598,pos
4875,2875,548.245128,548.242649,548.2472,738.4306,737.4334,740.3415,64,64,63087.23927,pos
4876,2876,548.295329,548.280961,548.300985,681.71645,679.3231,684.102,94,94,487591.1011,pos
4877,2877,548.351205,548.332177,548.35614,313.6864,311.9379,321.3315,99,99,728949.6573,pos
4878,2878,548.354922,548.352878,548.394754,746.4672,723.3213,747.139,99,99,648151.391,pos
4879,2879,548.800612,548.795473,548.815967,682.0034,680.2234,712.4428,86,84,180099.1282,pos
4880,2880,549.262077,549.259471,549.264496,363.23105,361.6977,365.2293,66,66,60657.27664,pos
4881,2881,549.309547,549.275006,549.311812,711.4684,678.8136,712.2683,112,100,1020356.69,pos
4882,2882,549.357529,549.352978,549.364675,312.34595,310.6183,314.6607,80,80,114758.3799,pos
4883,2883,549.794214,549.791892,549.796188,363.6333,362.6643,364.4606,98,98,430021.5573,pos
4884,2884,549.811495,549.809445,549.813415,711.6523,709.2351,712.2683,99,99,546994.2592,pos
4885,2885,550.260627,550.258563,550.262476,769.30225,767.6448,772.469,68,68,105789.692,pos
4886,2886,550.311817,550.309869,550.314157,712.89625,711.1465,714.1963,98,98,353561.276,pos
4887,2887,550.298856,550.297021,550.300667,682.0326,680.5977,683.2727,98,98,497225.6102,pos
4888,2888,550.295697,550.293492,550.29828,363.4757,361.5549,364.4606,88,88,182558.0019,pos
4889,2889,550.382157,550.380315,550.384213,755.7535,753.9534,757.3863,99,99,306157.0645,pos
4890,2890,550.812996,550.810968,550.81481,711.62455,710.706,713.7854,98,98,150827.9917,pos
4891,2891,550.801255,550.799116,550.803228,681.74035,680.4707,682.4807,98,98,241743.4842,pos
4892,2892,550.960755,550.957045,550.963657,409.4192,407.2111,411.3265,87,87,86451.77719,pos
4893,2893,551.22101,551.219385,551.22295,564.4011,553.6389,567.1279,104,104,393727.8833,pos
4894,2894,551.308107,551.306442,551.309703,680.337,679.627,681.0866,99,99,1134576.28,pos
4895,2895,551.325977,551.301127,551.327704,746.2793,745.7953,759.9028,100,100,1722116.478,pos
4896,2896,551.335683,551.333578,551.338674,800.00095,799.0236,801.369,74,74,63432.07825,pos
4898,2898,551.420832,551.419087,551.423227,795.0392,793.3361,797.6881,53,53,38227.6246,pos
4899,2899,551.809837,551.807794,551.811469,680.3636,679.8013,681.2488,98,98,655499.797,pos
4900,2900,551.827679,551.825978,551.829698,746.3177,745.6319,747.0225,97,97,930024.1777,pos
4901,2901,551.948098,551.943555,551.95152,408.3291,407.1049,409.9459,53,53,19571.59372,pos
4902,2902,551.977563,551.973892,551.983863,737.06715,735.0199,738.7775,64,64,49761.63654,pos
4903,2903,552.224639,552.222698,552.227781,562.8131,553.6389,564.6908,103,103,83354.01726,pos
4904,2904,552.257196,552.255601,552.258364,648.3161,647.4668,648.9267,60,60,49925.4899,pos
4905,2905,552.271914,552.269613,552.284967,363.8248,362.586,366.1798,99,99,440446.1893,pos
4906,2906,552.326165,552.323191,552.328753,746.0712,745.1765,747.3399,98,98,619180.7266,pos
4907,2907,552.402184,552.394933,552.409249,788.76575,787.2625,790.1162,88,88,109294.2558,pos
4908,2908,552.614156,552.611399,552.6192,409.76985,408.1889,411.8746,88,88,115940.9687,pos
4909,2909,552.647764,552.646179,552.650221,642.5526,640.3689,644.0634,63,63,60821.70875,pos
4910,2910,552.683675,552.681645,552.685194,19.77975,13.6452,24.4583,76,76,252974.1636,pos
4911,2911,552.775397,552.771066,552.786362,363.8831,362.6487,366.7231,97,97,208499.5739,pos
4912,2912,552.828187,552.824556,552.830514,746.4772,745.1765,747.7794,95,95,247963.6149,pos
4913,2913,552.981405,552.950111,552.984535,412.35,410.2811,413.989,97,97,152200.459,pos
4914,2914,553.185328,553.183106,553.186822,19.27825,14.1666,23.8907,70,70,142352.8504,pos
4915,2915,553.269454,553.267516,553.273009,363.53305,362.0531,364.8937,82,82,109380.9677,pos
4916,2916,553.307228,553.287942,553.310977,711.1882,679.6553,712.8141,89,86,147227.7918,pos
4917,2917,553.318823,553.273572,553.322768,412.0725,406.8797,414.2405,57,57,55069.48529,pos
4918,2918,553.323357,553.311493,553.326892,744.6611,739.6584,746.8206,89,89,191441.8581,pos
4919,2919,553.366266,553.362791,553.368563,775.3484,774.2965,776.2892,99,99,316195.2154,pos
4920,2920,553.333857,553.323565,553.335871,387.4238,385.5179,413.4853,61,60,58805.41896,pos
4921,2921,553.385697,553.383325,553.420082,861.5655,840.3251,862.5934,95,95,289897.7559,pos
4922,2922,553.658004,553.650521,553.664759,410.4871,408.612,412.5896,67,67,42307.56909,pos
4923,2923,553.826097,553.824371,553.827655,368.89,368.1989,369.8585,99,99,643091.284,pos
4924,2924,554.329151,554.327267,554.332265,368.4425,367.3901,369.8238,98,98,344145.7751,pos
4925,2925,554.33112,554.329184,554.332989,746.1212,745.3881,747.0225,98,98,277442.8318,pos
4926,2926,554.389045,554.386644,554.390971,861.5709,860.4087,862.5934,61,61,78150.78616,pos
4927,2927,554.654779,554.650089,554.657357,414.8958,413.5629,415.9264,99,99,453039.1083,pos
4928,2928,554.831485,554.826844,554.836164,367.6977,366.1098,370.4811,76,76,74893.94518,pos
4929,2929,554.832907,554.830715,554.835293,746.2308,745.3881,747.1149,97,97,135108.3465,pos
4930,2930,554.990206,554.986636,554.992766,414.8538,413.6342,415.7358,98,98,337424.6499,pos
4931,2931,555.285135,555.28324,555.287343,462.0618,458.8917,465.1652,63,63,56202.19086,pos
4932,2932,555.320213,555.298789,555.323823,746.8362,710.2026,748.4601,101,95,200893.3605,pos
4933,2933,555.321525,555.314641,555.326524,414.5476,412.4862,416.337,87,87,172529.4461,pos
4934,2934,555.346167,555.344374,555.348066,647.3638,645.9985,648.6911,99,99,250567.8113,pos
4935,2935,555.811734,555.809844,555.813621,388.1961,387.3138,389.5063,98,98,295943.189,pos
4936,2936,555.855283,555.853262,555.857241,756.663,755.5034,757.7513,99,99,313828.1709,pos
4937,2937,556.303887,556.301962,556.305883,368.8913,368.0956,370.7403,99,99,486547.851,pos
4938,2938,556.359236,556.323869,556.362851,756.82055,745.7751,758.2662,98,98,186231.4174,pos
4939,2939,556.808347,556.800636,556.812309,367.8711,366.0398,369.4115,97,97,281559.0751,pos
4940,2940,556.858309,556.823016,556.861103,755.7991,746.3242,757.238,96,96,49325.9192,pos
4941,2941,557.007762,557.005486,557.009998,412.4188,411.3665,413.6456,95,95,130542.7017,pos
4942,2942,557.285129,557.282491,557.288116,701.9564,701.1542,703.1991,99,99,159748.7548,pos
4943,2943,557.31246,557.301949,557.317648,366.40715,342.9856,369.6008,66,66,51846.9711,pos
4944,2944,557.341692,557.337996,557.343522,412.2421,411.1026,413.5513,95,95,103455.1627,pos
4945,2945,557.361698,557.357693,557.364216,749.6036,748.2285,751.1655,98,98,191302.936,pos
4946,2946,557.870962,557.869378,557.873143,758.4882,757.7413,759.6714,97,97,165044.5902,pos
4947,2947,558.290992,558.274498,558.292764,681.9057,648.3493,682.4294,101,100,719095.4268,pos
4948,2948,558.289097,558.287025,558.306018,387.9819,386.6775,412.7695,84,77,182163.1313,pos
4949,2949,558.312586,558.310974,558.314121,573.08065,572.3238,574.009,70,70,180227.0765,pos
4950,2950,558.333604,558.331176,558.342961,756.5925,754.9598,757.7513,100,100,1353428.241,pos
4951,2951,558.642005,558.638847,558.644698,473.62685,472.6062,475.0339,68,68,51602.17095,pos
4952,2952,558.659321,558.657377,558.661098,412.5124,411.8448,413.2444,99,99,716746.8408,pos
4953,2953,558.786944,558.784337,558.789075,681.8851,681.1665,682.7784,81,81,86270.34557,pos
4954,2954,558.791253,558.788822,558.799221,388.2325,386.4754,389.6485,71,71,83389.55609,pos
4955,2955,558.834898,558.833006,558.843553,756.7469,755.7251,757.8109,99,99,771846.5353,pos
4956,2956,558.994019,558.991955,558.995616,412.5002,411.7948,413.5303,99,99,580519.512,pos
4957,2957,559.295263,559.293502,559.29689,681.0623,680.4706,682.1226,99,99,382418.1936,pos
4958,2958,559.32843,559.32486,559.330205,412.5045,411.2859,413.5711,97,97,255269.9403,pos
4959,2959,559.336247,559.334419,559.3456,756.1884,754.6984,757.406,97,97,264434.1465,pos
4960,2960,559.467922,559.465683,559.469805,794.3646,791.2738,797.3905,59,59,66835.19216,pos
4961,2961,559.797012,559.795301,559.799179,680.25215,679.4774,681.2142,88,88,114096.0735,pos
4962,2962,559.957857,559.955788,559.960162,412.30805,411.4217,413.0874,98,98,265239.3896,pos
4964,2964,560.311429,560.309177,560.313325,412.6639,412.1639,413.6076,99,99,1109181.891,pos
4965,2965,560.305486,560.303435,560.307452,712.31875,711.2954,713.4692,98,98,539484.8313,pos
4966,2966,560.32386,560.321983,560.32535,305.5177,304.7337,306.2701,100,100,2346227.39,pos
4967,2967,560.349314,560.347102,560.367111,758.8206,757.9151,762.4625,99,99,638906.7243,pos
4968,2968,560.645806,560.643586,560.647792,412.711,411.7924,413.6226,99,99,912195.0522,pos
4969,2969,560.673972,560.669933,560.676611,738.9536,736.5368,740.6588,91,91,115956.3643,pos
4970,2970,560.802878,560.800767,560.804949,712.17765,711.257,713.4692,92,92,152577.6208,pos
4971,2971,560.81606,560.813522,560.817754,368.3064,366.6491,369.2806,73,73,84076.5724,pos
4972,2972,560.85016,560.848486,560.868986,758.64335,757.649,759.6714,100,100,354136.2995,pos
4973,2973,560.980288,560.978331,560.98304,412.6912,411.9295,413.6667,99,99,428289.9568,pos
4974,2974,561.327242,561.325501,561.328762,305.85165,304.6556,306.3715,100,100,540679.8673,pos
4975,2975,561.40784,561.37331,561.410295,761.4729,760.56,774.6305,101,101,902755.0508,pos
4976,2976,561.963484,561.961427,561.965119,412.7913,412.0436,413.6226,99,99,903430.6018,pos
4977,2977,561.992079,561.990449,561.994041,739.1566,737.5808,740.5687,99,99,528038.6089,pos
4978,2978,562.297905,562.295974,562.299805,412.7959,411.9393,413.6226,99,99,761386.2229,pos
4979,2979,562.339514,562.337569,562.341275,368.8447,368.1591,369.7281,99,99,963530.7194,pos
4980,2980,562.322793,562.320841,562.325341,743.2785,740.086,747.139,100,100,885027.3447,pos
4981,2981,562.411626,562.375058,562.413217,761.4739,760.56,772.6913,99,99,301645.993,pos
4982,2982,562.632394,562.630185,562.635638,412.7116,411.7948,413.5575,99,99,338734.6407,pos
4983,2983,562.661103,562.65892,562.662975,739.1126,737.954,740.5941,98,98,204444.1633,pos
4984,2984,562.819047,562.817029,562.82229,746.4662,745.8878,747.1149,95,95,237829.1501,pos
4985,2985,562.79867,562.793915,562.801685,680.4116,679.3612,681.4834,95,95,97498.26521,pos
4986,2986,562.841227,562.839362,562.842968,368.8121,368.1069,369.3922,99,99,495619.4791,pos
4987,2987,562.966364,562.963609,562.970777,412.5558,411.3351,413.8273,77,77,88374.75519,pos
4988,2988,563.262969,563.260514,563.277076,363.9849,362.5512,400.7592,87,87,134830.4534,pos
4989,2989,563.308288,563.305057,563.309903,679.337,678.348,680.5599,98,98,343670.2627,pos
4990,2990,563.300314,563.298094,563.304641,427.92175,426.3574,428.7065,78,78,180434.7806,pos
4991,2991,563.320808,563.316047,563.326984,746.7197,745.4451,748.4081,75,75,89025.06012,pos
4992,2992,563.342829,563.340612,563.344179,368.71725,367.941,369.6964,70,70,108513.4105,pos
4993,2993,563.424143,563.42223,563.426141,762.7954,760.5748,767.1045,100,100,1747922.417,pos
4994,2994,563.546645,563.545131,563.548495,728.3762,727.8818,729.0341,89,89,859415.2657,pos
4995,2995,563.809825,563.808189,563.811918,679.1493,678.2589,680.0645,98,98,194636.1119,pos
