idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity
3246,1246,301.138684,301.137687,301.139716,588.5827,587.1269,589.8713,105,105,3097890.836,pos
3247,1247,301.123297,301.12222,301.124292,215.9737,215.0507,217.0492,95,95,145117.2059,pos
3248,1248,301.202571,301.200579,301.203446,243.9971,243.4187,244.9863,99,99,409130.1424,pos
3249,1249,301.632552,301.630645,301.672423,698.9108,681.1218,702.4118,96,96,243408.16,pos
3251,1251,302.066108,302.063182,302.069985,29.125,15.8581,33.2187,101,101,261241.7804,pos
3253,1253,302.141917,302.140894,302.143052,588.9928,587.1269,590.7471,104,104,424051.1356,pos
3254,1254,302.242963,302.242032,302.243885,698.4984,697.7872,699.8072,99,99,1928952.053,pos
3255,1255,302.212305,302.211227,302.213405,547.7454,543.0993,554.6565,84,84,125085.1424,pos
3256,1256,302.679855,302.678693,302.681422,712.2845,711.2998,713.6665,63,63,50896.42346,pos
3258,1258,303.002304,302.990384,303.019667,76.07145,71.6204,79.7792,60,60,41154.809,pos
3259,1259,303.117793,303.116847,303.118671,436.2053,435.174,437.9241,105,105,573168.979,pos
3260,1260,303.244306,303.229355,303.246475,697.4506,680.3421,699.2191,99,99,322376.8251,pos
3261,1261,303.225153,303.212861,303.229552,738.8196,723.9747,740.855,83,83,138297.569,pos
3262,1262,303.644389,303.643486,303.645471,677.4857,676.4451,679.2025,99,99,806673.8673,pos
3264,1264,304.057167,304.056069,304.058514,40.0184,38.7647,42.7023,94,94,68866.52065,pos
3265,1265,304.056464,304.055396,304.057218,330.9785,328.8344,332.2804,86,86,245717.641,pos
3266,1266,304.145723,304.140726,304.147136,677.419,676.2204,679.8229,98,98,221095.141,pos
3267,1267,304.121036,304.100294,304.123443,435.34555,415.479,438.389,70,70,33761.93182,pos
3268,1268,304.180717,304.173323,304.182754,728.3052,726.5516,729.123,80,80,92977.08524,pos
3269,1269,304.209348,304.208112,304.210406,313.2197,309.961,315.8423,70,70,88824.91664,pos
3270,1270,304.25861,304.257752,304.259953,729.2537,728.5604,731.8651,104,104,35569146.37,pos
3271,1271,304.297387,304.292041,304.298791,547.8136,542.311,555.921,104,104,99964.99331,pos
3272,1272,304.335576,304.33426,304.336924,728.4287,727.7862,729.123,77,77,90435.34638,pos
3273,1273,304.652164,304.650774,304.655141,692.901,692.1362,693.9923,90,90,260174.907,pos
3274,1274,304.996726,304.986944,304.999269,265.4577,252.0937,274.9719,65,65,52337.67419,pos
3275,1275,305.03734,305.036247,305.039066,95.034,93.7707,99.0447,99,99,134857.1824,pos
3277,1277,305.13344,305.132265,305.134539,587.71875,587.019,588.4216,90,90,107758.4841,pos
3278,1278,305.154676,305.153726,305.155691,244.6198,243.4187,245.5618,102,102,22441274.25,pos
3279,1279,305.244933,305.244037,305.245889,632.6443,627.292,655.4914,97,97,971998.1194,pos
3280,1280,305.2619,305.26101,305.262904,728.9797,728.5084,729.5972,99,99,6596591.301,pos
3281,1281,305.647451,305.645997,305.652537,703.1224,701.6712,706.6622,88,88,190301.1727,pos
3284,1284,306.15788,306.157013,306.158867,244.5081,243.4187,245.4794,99,99,2283563.929,pos
3285,1285,306.237872,306.236817,306.239036,583.6182,581.2343,586.2886,95,95,221087.1593,pos
3286,1286,306.265085,306.264137,306.266052,728.7762,727.6402,729.5972,99,99,419298.333,pos
3287,1287,306.274217,306.273225,306.275076,763.8504,763.0696,765.93,95,95,269623.386,pos
3289,1289,306.942348,306.939832,306.943615,438.8811,437.3639,439.6043,67,67,64556.92803,pos
3290,1290,307.171308,307.170193,307.172054,330.9127,329.8274,333.4391,99,99,396935.8848,pos
3291,1291,307.159271,307.158009,307.161778,244.6987,242.839,246.8743,99,99,240007.9497,pos
3292,1292,307.159952,307.158955,307.161312,55.16375,53.1123,58.4551,94,94,181719.6261,pos
3293,1293,307.260551,307.258677,307.26185,656.934,653.8381,661.4493,93,93,191416.4823,pos
3294,1294,307.672872,307.672074,307.674131,330.4658,329.3586,331.588,73,73,82057.08156,pos
3296,1296,308.105008,308.102624,308.106301,172.3229,171.0351,212.5845,84,84,88523.87439,pos
3297,1297,308.123088,308.122045,308.124465,506.01995,505.1079,507.0904,88,88,125497.6534,pos
3298,1298,308.612726,308.611686,308.613994,664.3486,663.113,665.7031,85,85,141218.5836,pos
3300,1300,308.939759,308.938101,308.94089,439.09675,437.9292,440.501,56,56,52803.88353,pos
3301,1301,309.128238,309.126872,309.129381,451.5409,450.7945,452.327,91,91,235432.0924,pos
3302,1302,309.1487,309.147561,309.162991,722.73585,721.7051,748.787,96,84,235561.989,pos
3303,1303,309.201072,309.20017,309.202339,623.4864,622.2789,624.3792,105,105,878119.9591,pos
3304,1304,309.276221,309.275271,309.277282,760.53225,758.8599,762.6825,98,98,433292.5078,pos
3305,1305,309.620651,309.619615,309.621577,701.06705,697.8698,703.8922,94,94,525258.3539,pos
3307,1307,310.159561,310.158538,310.160565,746.9936,745.8957,747.7114,99,99,829394.7329,pos
3308,1308,310.198705,310.197792,310.199748,383.5047,381.3471,387.5636,99,99,252522.665,pos
3309,1309,310.204561,310.2035,310.233261,622.99145,590.7084,623.8217,68,66,70223.58966,pos
3310,1310,310.306336,310.301926,310.308373,770.2076,768.8553,772.14,99,99,517917.2772,pos
3311,1311,310.661139,310.660144,310.662305,747.63455,746.8072,748.5923,82,82,221165.6873,pos
3312,1312,310.669555,310.668016,310.673438,711.11235,707.9817,712.8768,94,94,207018.4802,pos
3314,1314,311.053787,311.05226,311.054854,94.28555,93.1342,97.9679,84,84,84036.75716,pos
3315,1315,311.125371,311.124328,311.126292,330.1558,329.6032,330.7596,99,99,784730.2607,pos
3316,1316,311.161747,311.14873,311.16441,753.1398,719.5585,757.8222,93,86,327586.7152,pos
3317,1317,311.311216,311.310223,311.312244,770.4183,769.7549,771.6466,67,67,73467.63873,pos
3318,1318,311.630436,311.629245,311.632028,677.8858,676.6805,679.2104,78,78,116746.3458,pos
3319,1319,311.676206,311.675087,311.677487,746.6894,745.8827,747.5284,97,97,188585.6494,pos
3321,1321,312.053983,312.051015,312.056647,211.5982,209.2259,213.8062,92,92,187617.1507,pos
3322,1322,312.128737,312.126993,312.129731,329.6775,328.8344,330.7961,95,95,87424.13949,pos
3323,1323,312.181914,312.180865,312.182981,663.33615,662.2887,664.1417,94,94,128088.2363,pos
3324,1324,312.235495,312.234244,312.236952,224.7145,223.4785,225.867,79,79,49469.42177,pos
3325,1325,312.638309,312.635256,312.641921,692.6399,691.0756,694.0355,59,59,72498.77978,pos
3326,1326,312.779826,312.778802,312.781157,50.1228,48.5955,51.0866,99,99,97311.4735,pos
3327,1327,313.099593,313.097787,313.100773,548.5897,547.8778,549.3,98,98,106570.1345,pos
3328,1328,313.139802,313.137696,313.142676,315.2431,313.4368,316.2594,84,84,243804.6178,pos
3329,1329,313.228189,313.210261,313.235426,629.7363,601.638,632.2742,105,104,134990.6445,pos
3330,1330,313.235072,313.230378,313.238452,557.5971,554.6708,560.1298,91,91,76644.74179,pos
3331,1331,313.632034,313.630857,313.633238,682.2645,680.8192,683.3597,96,96,281943.5017,pos
3332,1332,313.668524,313.661095,313.669937,315.56115,314.782,316.4481,88,88,126059.8403,pos
3334,1334,314.011695,314.010833,314.01274,763.06,748.8487,772.5294,82,82,2637659.738,pos
3336,1336,314.0881,314.087246,314.08902,194.1745,191.6577,196.4723,58,58,3196646.732,pos
3337,1337,314.178321,314.177326,314.214493,243.2716,242.6585,244.0728,100,100,893890.9372,pos
3338,1338,314.229967,314.228988,314.230882,439.47745,434.9396,444.0027,98,98,454779.7707,pos
3339,1339,314.639352,314.6373,314.640812,713.2421,711.7342,714.6668,92,92,105855.7535,pos
3340,1340,314.776817,314.775843,314.778111,50.3917,49.1463,51.2111,99,99,163334.5167,pos
3342,1342,315.020999,315.019458,315.022112,251.5101,248.0034,254.9623,89,89,157376.5395,pos
3343,1343,315.153994,315.153099,315.155354,627.0904,600.6436,628.1543,104,104,644944.0376,pos
3344,1344,315.153354,315.137275,315.155032,330.3796,317.176,331.3799,93,93,186224.8381,pos
3345,1345,315.181571,315.178611,315.183044,242.7617,241.4293,243.9683,97,97,82187.24603,pos
3346,1346,315.250511,315.249234,315.251432,795.0795,793.3932,797.0428,60,60,67713.87272,pos
3347,1347,315.599827,315.598653,315.601532,184.05025,182.5515,185.5689,70,70,47802.65853,pos
3348,1348,315.647317,315.646542,315.648511,747.3577,746.4089,748.6137,55,55,29813.47237,pos
3349,1349,315.684589,315.683565,315.685493,330.8383,330.2416,334.0961,99,99,317646.0852,pos
3352,1352,316.012213,316.011338,316.020237,194.038,190.9402,196.4723,56,56,425441.985,pos
3353,1353,316.146578,316.145561,316.147519,315.839,315.3456,317.0758,92,92,714863.4956,pos
3354,1354,316.157435,316.156415,316.158681,626.38665,602.7194,627.6774,78,78,59840.31152,pos
3355,1355,316.222071,316.218055,316.222976,582.8124,579.368,586.7248,99,99,551516.491,pos
3356,1356,316.245573,316.244662,316.246503,470.6438,467.6273,475.7055,99,99,721480.9678,pos
3357,1357,316.648165,316.647231,316.649323,315.598,314.712,316.4481,87,87,168799.7457,pos
3358,1358,316.773936,316.772762,316.775086,50.2603,49.1463,50.9,99,99,92832.53138,pos
3359,1359,317.169841,317.168387,317.171599,562.1667,560.0122,563.9453,69,69,25418.68385,pos
3360,1360,317.176209,317.174534,317.178684,712.66465,711.5738,714.1034,70,70,48499.02853,pos
3361,1361,317.206489,317.204918,317.212547,621.6639,600.8064,625.6535,96,96,229653.0422,pos
3362,1362,317.204369,317.203193,317.205608,281.14105,280.3061,282.3352,82,82,52716.1038,pos
3363,1363,317.265933,317.264929,317.266958,806.2005,804.1097,808.1915,93,93,320221.9271,pos
3364,1364,317.248948,317.247993,317.249801,470.52965,467.2626,475.5823,78,78,97795.47874,pos
3365,1365,317.606661,317.605678,317.607665,702.30445,700.5927,703.8922,96,96,606187.9294,pos
3366,1366,318.108274,318.107271,318.109281,702.21465,697.4658,704.7017,74,74,106326.9156,pos
3367,1367,318.162271,318.161264,318.194044,330.7929,330.2754,339.1517,99,99,1209457.399,pos
3368,1368,318.23778,318.236772,318.239089,603.882,595.7422,606.8593,103,103,3920924.421,pos
3369,1369,318.274123,318.27229,318.27513,751.2219,750.2486,752.9571,83,83,96013.24207,pos
3370,1370,318.663998,318.662923,318.696076,330.6399,329.8274,338.9486,99,99,301198.2623,pos
3371,1371,318.963797,318.946459,318.967375,51.0549,49.7018,53.4597,97,97,101373.3722,pos
3372,1372,319.133683,319.132628,319.134742,243.19795,242.4376,244.0728,100,100,1846496.177,pos
3373,1373,319.191779,319.190315,319.192901,738.60825,737.6901,739.8299,96,96,383414.1321,pos
3374,1374,319.221728,319.220721,319.223102,643.8643,641.355,646.8332,104,104,3532473.824,pos
3375,1375,319.241015,319.240057,319.242027,603.2523,597.5269,606.3115,92,92,608941.715,pos
3376,1376,319.224148,319.223248,319.224964,568.59635,566.7863,570.3692,68,68,335668.5298,pos
3377,1377,319.662261,319.661338,319.663621,747.0645,745.8936,748.2291,84,84,130938.5977,pos
3378,1378,320.136971,320.135725,320.138095,242.9732,241.9445,244.0728,99,99,172771.6348,pos
3379,1379,320.232248,320.226221,320.233281,729.21905,728.3287,731.1632,100,100,529998.097,pos
3380,1380,320.225079,320.224296,320.226107,643.8652,642.0376,645.0462,85,85,446859.4624,pos
3381,1381,320.253427,320.252551,320.25442,609.83925,606.3748,612.4047,100,100,20018180.07,pos
3382,1382,320.961727,320.960672,320.964318,54.18165,48.9345,55.7998,98,98,170201.575,pos
3383,1383,321.128413,321.127307,321.142225,244.2146,213.0519,245.0617,108,100,545307.4735,pos
3384,1384,321.203337,321.202368,321.204723,675.9209,668.5311,677.4884,97,97,648736.676,pos
3385,1385,321.207685,321.206344,321.208642,768.5085,766.2764,770.5023,85,85,225076.5747,pos
3386,1386,321.237334,321.236377,321.238376,647.74985,646.8878,648.6911,98,98,4504736.114,pos
3387,1387,321.2566,321.25575,321.257689,610.0879,605.4035,612.9612,99,99,3038096.796,pos
3388,1388,321.619802,321.617675,321.62125,682.4225,678.9559,683.5128,99,99,636366.1773,pos
3390,1390,322.121904,322.117597,322.123182,682.3071,680.6542,683.8634,90,90,133483.5631,pos
3391,1391,322.209441,322.206556,322.215272,675.6916,668.5311,678.1084,91,91,80953.57173,pos
3392,1392,322.240795,322.239534,322.244632,647.7292,646.5273,648.899,99,99,711796.5952,pos
3393,1393,322.260048,322.258971,322.260938,609.20855,604.9712,611.8589,68,68,151228.9738,pos
3394,1394,322.62497,322.62081,322.62928,712.6325,710.4635,714.1705,99,99,312993.124,pos
3395,1395,322.80858,322.807546,322.810115,47.4661,45.646,49.2049,99,99,100309.1834,pos
3396,1396,322.958836,322.956815,322.961635,54.8929,53.0272,56.1041,69,69,35473.92056,pos
3397,1397,323.088623,323.087482,323.090298,31.75875,8.291,33.6299,104,104,678616.0851,pos
3398,1398,323.252644,323.248028,323.254576,669.5018,664.4414,672.9643,101,101,138116.0463,pos
3399,1399,323.635789,323.634639,323.63746,747.3751,746.1799,748.4433,99,99,189287.2015,pos
3401,1401,324.09064,324.089664,324.092693,31.1158,6.1398,34.7955,53,53,40595.86667,pos
3402,1402,324.690992,324.689838,324.691925,324.4623,324.0044,325.1639,87,87,118252.8292,pos
3403,1403,324.805725,324.804431,324.807118,47.6126,45.6456,48.978,99,99,139958.3901,pos
3404,1404,325.056777,325.055762,325.057838,472.88675,472.5049,473.3657,98,98,378573.3491,pos
3405,1405,325.114371,325.112461,325.116798,329.97575,328.8584,330.665,62,62,133949.2657,pos
3406,1406,325.211106,325.210051,325.222238,679.7808,678.2865,702.6149,83,83,171010.5534,pos
3407,1407,325.210958,325.21005,325.212,640.4497,637.8508,642.5989,71,71,219213.2844,pos
3408,1408,325.593152,325.591882,325.595153,704.21545,702.5312,707.2395,84,84,120264.3754,pos
3411,1411,326.059883,326.057069,326.061275,472.5379,471.1933,473.1187,68,68,36694.15411,pos
3412,1412,326.173229,326.172128,326.174513,212.341,211.1535,213.7404,90,90,168950.8906,pos
3413,1413,326.201785,326.200523,326.202593,502.0834,499.8853,504.2528,59,59,56347.36461,pos
3414,1414,326.706655,326.705666,326.707704,338.6932,337.9261,339.4457,99,99,457224.463,pos
3415,1415,326.802796,326.801644,326.80465,47.1238,45.0634,48.978,96,96,55498.84175,pos
3417,1417,327.168048,327.166345,327.169804,324.6778,324.1604,325.3254,92,92,566806.0975,pos
3418,1418,327.198772,327.197697,327.199996,260.5691,259.8747,261.3211,101,101,2594153.98,pos
3419,1419,327.226725,327.225658,327.24921,641.0728,630.4628,663.9848,105,105,3128125.217,pos
3420,1420,327.670287,327.669267,327.678264,324.48775,323.7398,325.6867,86,86,138101.8226,pos
3421,1421,328.067363,328.066343,328.069326,31.30265,21.6169,34.3322,98,98,344146.3933,pos
3423,1423,328.136516,328.135436,328.140475,192.8831,191.7184,228.387,79,78,436499.079,pos
3424,1424,328.188693,328.187816,328.189928,212.4322,211.5776,213.3018,72,72,467608.9846,pos
3425,1425,328.230263,328.21074,328.231285,244.3053,243.4187,259.4088,99,99,985361.1231,pos
3426,1426,328.245478,328.244454,328.246251,468.2557,464.9552,472.6656,65,65,147477.476,pos
3428,1428,329.184325,329.182309,329.18532,338.9994,338.2388,339.7,99,99,1283019.436,pos
3429,1429,329.233608,329.202429,329.234938,243.7407,242.839,259.8049,72,72,73546.19837,pos
3430,1430,329.242191,329.241222,329.243265,662.1525,657.5476,683.7324,84,84,646480.6093,pos
3431,1431,329.60644,329.605288,329.60742,683.4293,679.6356,685.2976,95,95,331787.1513,pos
3432,1432,329.68602,329.684952,329.686874,338.654,337.6697,339.3102,99,99,343578.103,pos
3434,1434,330.107969,330.10686,330.109544,683.318,681.8286,686.1796,75,75,75065.65768,pos
3435,1435,330.1867,330.182591,330.187625,338.28505,337.5387,339.3736,56,56,24912.80088,pos
3436,1436,330.243302,330.242143,330.244176,588.0562,583.0555,596.1999,63,63,34086.0628,pos
3437,1437,330.261137,330.260147,330.262554,494.937,490.2698,499.7476,71,71,58566.52138,pos
3438,1438,330.614144,330.603281,330.61536,713.7832,682.1869,714.7346,112,96,377280.9704,pos
3441,1441,330.998593,330.99759,330.999954,251.9632,248.4896,256.173,81,81,82973.36488,pos
3442,1442,331.115697,331.114198,331.134613,713.3969,712.1268,736.4227,83,83,93683.25164,pos
3443,1443,331.165854,331.164839,331.167514,64.1192,61.9734,65.8697,99,99,382941.5417,pos
3444,1444,331.612898,331.611782,331.61379,27.61075,20.1579,30.3583,74,74,1867668.54,pos
3445,1445,331.61253,331.611655,331.613713,234.9861,231.6633,243.7582,66,66,1191685.857,pos
3448,1448,331.622044,331.621147,331.62327,747.4706,746.3648,748.6447,83,83,358678.3257,pos
3449,1449,332.113924,332.112993,332.115017,194.1693,165.9054,197.9827,77,77,927164.8755,pos
3450,1450,332.114291,332.113138,332.143734,27.0659,19.7139,44.7024,73,73,718942.2704,pos
3451,1451,332.240366,332.238414,332.241114,409.48285,406.1338,413.8504,56,56,23612.59382,pos
3452,1452,332.289543,332.288474,332.290663,771.69865,769.3426,772.5129,100,100,201900.6791,pos
3453,1453,332.61068,332.609408,332.61155,27.1304,17.2361,30.7049,67,67,347946.5263,pos
3454,1454,332.837438,332.83643,332.838818,44.2755,42.6553,45.5198,91,91,74738.99252,pos
3456,1456,333.1112,333.090569,333.113574,240.9153,235.6388,249.8506,82,82,136209.184,pos
3457,1457,333.14501,333.122812,333.147712,712.35145,703.997,713.2928,68,68,156041.3165,pos
3458,1458,333.164509,333.163337,333.166048,501.3653,500.2639,502.3168,55,55,19407.71532,pos
3459,1459,333.168367,333.14794,333.169762,738.45125,711.7094,740.5135,110,97,193615.2669,pos
3460,1460,333.20399,333.201968,333.205169,324.5203,323.5937,325.1298,94,94,133326.5604,pos
3461,1461,333.200781,333.199816,333.201865,532.31965,531.0571,570.5248,94,92,144899.4905,pos
3462,1462,333.200699,333.199622,333.201629,610.73775,608.4016,619.7385,84,84,169345.2643,pos
3463,1463,333.608949,333.603234,333.613116,680.9201,677.5026,683.2727,99,99,263485.7662,pos
3464,1464,334.232397,334.231408,334.233286,525.1245,486.5305,528.503,100,100,678455.9442,pos
3465,1465,334.611552,334.610482,334.613794,713.9319,711.5738,715.6416,79,79,96662.69204,pos
3466,1466,334.601691,334.600344,334.603115,682.23125,680.6462,684.0036,66,66,58329.62962,pos
3467,1467,334.834524,334.833468,334.83613,44.1733,43.0364,45.8914,95,95,71475.77191,pos
3469,1469,335.103947,335.096409,335.106992,243.4543,242.1458,245.2208,81,81,73146.90696,pos
3470,1470,335.163875,335.148095,335.165055,738.7787,711.2621,740.1307,119,101,4203320.288,pos
3471,1471,335.184199,335.183134,335.185433,768.8647,766.8883,770.6305,93,93,156916.2582,pos
3472,1472,335.219846,335.218627,335.220795,338.7226,338.2227,339.3541,99,99,518326.817,pos
3473,1473,335.216202,335.186914,335.217317,633.0662,627.809,642.5526,99,99,448940.7659,pos
3474,1474,335.216455,335.215417,335.217498,558.9691,553.9753,571.4119,99,99,953683.6163,pos
3475,1475,335.240597,335.239317,335.253091,738.35725,714.4319,740.3415,80,80,116485.7614,pos
3476,1476,335.681861,335.680763,335.722073,324.6896,324.1853,339.1467,99,99,712553.1142,pos
3477,1477,336.167384,336.16628,336.16863,738.6899,737.6653,739.8299,100,100,640563.7523,pos
3478,1478,336.183334,336.177155,336.184586,324.6995,323.7895,337.6232,92,92,187627.3442,pos
3479,1479,336.226722,336.223755,336.227952,608.949,605.4671,633.6669,96,96,507683.715,pos
3480,1480,336.248056,336.240786,336.249116,569.6505,563.6273,571.6869,99,99,1294565.176,pos
3481,1481,336.247938,336.247116,336.24887,512.0031,505.797,517.5946,85,85,846240.0038,pos
3482,1482,337.110295,337.109206,337.111381,548.59685,547.8171,549.3351,96,96,112090.3181,pos
3483,1483,337.166457,337.1649,337.167545,338.6979,338.0163,339.393,75,75,310892.4552,pos
3484,1484,337.179622,337.178698,337.180964,769.2316,768.1103,770.9537,105,105,3667593.982,pos
3485,1485,337.164203,337.163151,337.165205,738.7781,737.8322,740.3415,100,100,741340.3183,pos
3486,1486,337.202308,337.201412,337.203643,648.7737,647.3605,649.9682,99,99,383213.102,pos
3487,1487,337.232361,337.231025,337.254988,552.6013,551.0174,554.1324,65,65,893841.6365,pos
3488,1488,337.256066,337.249061,337.257201,769.06045,767.6608,770.4549,64,64,108483.7174,pos
3489,1489,337.620803,337.619528,337.622015,219.3821,214.6987,222.1966,81,81,157313.7195,pos
3490,1490,337.697519,337.696451,337.698532,338.8121,338.2312,339.393,99,99,1721580.081,pos
3491,1491,338.195886,338.167554,338.19713,729.035,728.1217,739.3805,93,93,292101.6117,pos
3492,1492,338.16019,338.159101,338.196401,325.0249,324.1853,337.0404,99,99,1725312.647,pos
3493,1493,338.182918,338.181893,338.184129,769.47315,768.1246,770.9537,90,90,557450.4508,pos
3495,1495,338.262079,338.230451,338.264563,572.0632,550.195,588.8066,103,102,818190.445,pos
3496,1496,338.338885,338.337675,338.34019,811.027,810.4463,813.1535,103,103,1088913.113,pos
3497,1497,338.600518,338.599375,338.602015,713.9896,712.4411,715.0492,87,87,147142.634,pos
3498,1498,338.661251,338.660115,338.697434,324.9127,324.1735,336.7856,99,99,425132.4809,pos
3499,1499,339.065974,339.064817,339.067734,22.10885,7.7749,53.9009,106,105,373361.9419,pos
3500,1500,339.093532,339.092415,339.094226,329.8697,328.7784,330.7961,55,55,70969.60729,pos
3501,1501,339.179812,339.178765,339.180939,769.62825,767.8883,771.4518,100,100,691744.3979,pos
3502,1502,339.159645,339.156293,339.182763,738.7259,721.8039,739.7592,95,95,287167.7713,pos
3504,1504,339.342123,339.340992,339.343283,810.866,809.9892,811.7167,90,90,214474.8672,pos
3505,1505,339.601413,339.600424,339.602497,235.4677,232.226,243.7582,89,89,8803076.205,pos
3506,1506,339.60148,339.600559,339.602646,20.1074,14.8624,25.1214,83,83,9261880.524,pos
3507,1507,339.601431,339.600534,339.602511,195.4521,193.6499,204.3434,63,63,2817068.526,pos
3509,1509,340.103203,340.102093,340.104141,20.2448,14.3029,25.1214,76,76,2492846.253,pos
3510,1510,340.102922,340.101994,340.104128,235.1437,231.6633,246.3823,69,69,1703108.884,pos
3513,1513,340.190469,340.183949,340.1961,342.0888,340.071,344.2763,99,99,4032448.641,pos
3514,1514,340.212912,340.20665,340.214036,717.4716,716.6571,719.9937,99,99,256711.0338,pos
3515,1515,340.599182,340.597381,340.600609,20.29605,16.1428,25.8792,72,72,714017.577,pos
3516,1516,340.598273,340.597218,340.618209,194.35635,163.3906,197.9827,72,72,855314.1483,pos
3517,1517,340.692598,340.686098,340.698399,342.5135,340.071,344.3623,99,99,1149052.045,pos
3519,1519,341.066538,341.065319,341.068363,94.8997,93.6371,97.0512,86,86,100179.8939,pos
3520,1520,341.049348,341.04397,341.05316,338.6478,336.4271,339.8079,75,75,109833.7268,pos
3521,1521,341.107107,341.099564,341.118615,240.1884,232.5311,243.4708,74,74,177272.2636,pos
3522,1522,341.102156,341.100157,341.104267,20.17,14.6881,26.5491,61,61,215442.2517,pos
3523,1523,341.177756,341.176623,341.179001,259.7978,259.1118,260.6718,98,98,315876.5049,pos
3524,1524,341.183116,341.175302,341.195229,765.36925,759.4695,769.3113,92,92,368891.3299,pos
3525,1525,341.205821,341.204774,341.206825,589.5271,586.6854,596.9418,98,98,538091.764,pos
3526,1526,341.192083,341.183766,341.210745,341.701,339.4601,346.5945,85,85,135219.9994,pos
3528,1528,341.599247,341.588402,341.605607,680.74205,679.0264,684.3408,68,68,67972.16555,pos
3529,1529,342.209342,342.199419,342.245683,243.0772,242.24,245.824,85,85,108289.9349,pos
3530,1530,342.260955,342.259908,342.261832,509.1232,503.874,516.0265,90,90,228114.2563,pos
3531,1531,342.308599,342.306765,342.309815,729.0341,728.2553,729.9956,71,71,78412.74876,pos
3532,1532,342.597824,342.587745,342.600385,713.51675,683.1911,715.2666,66,64,59032.46401,pos
3533,1533,342.866064,342.864425,342.867724,42.6236,41.6466,43.7446,99,99,73763.70762,pos
3534,1534,342.942712,342.941741,342.944341,54.9943,53.7306,55.8429,70,70,42341.66921,pos
3535,1535,343.169689,343.133807,343.171323,391.7835,354.3094,392.5825,53,53,49596.48437,pos
3536,1536,343.185009,343.184023,343.1865,674.7992,668.0332,676.2939,105,105,2003931.765,pos
3537,1537,343.189156,343.157234,343.191838,758.8739,733.4237,760.737,130,99,711307.8649,pos
3538,1538,343.221517,343.220375,343.222404,568.5231,566.0991,570.9301,54,54,83433.51431,pos
3539,1539,343.292725,343.291649,343.293987,566.4284,565.4489,567.6309,105,105,649997.2309,pos
3540,1540,344.188371,344.187248,344.189762,675.0706,668.0332,677.1558,105,105,341220.4181,pos
3541,1541,344.19345,344.159262,344.195921,758.89935,735.0199,760.0779,94,82,75974.18755,pos
3542,1542,344.225097,344.224072,344.226071,260.58615,259.8747,261.6858,100,100,6894054.958,pos
3543,1543,344.276603,344.275578,344.277731,536.2625,532.4171,542.4562,83,83,113750.5742,pos
3544,1544,344.296115,344.294471,344.297087,565.6204,564.6447,566.5156,73,73,74504.80708,pos
3545,1545,344.851765,344.837517,344.8628,46.3714,43.0323,51.9163,85,85,60766.00727,pos
3547,1547,345.148999,345.148029,345.150207,235.38815,234.4673,235.811,100,100,826436.7442,pos
3548,1548,345.181503,345.180292,345.183157,128.4453,126.9244,132.079,100,100,1190806.48,pos
3549,1549,345.180553,345.178638,345.18251,765.16875,763.6335,766.8595,72,72,253134.0503,pos
3550,1550,345.228397,345.227364,345.229301,260.5361,259.8747,261.4333,99,99,781285.3161,pos
3552,1552,346.037537,346.036603,346.038706,762.52695,757.3169,768.0293,72,72,472453.7276,pos
3553,1553,346.152464,346.151151,346.171778,234.85675,233.3209,259.1512,88,88,78809.66943,pos
3554,1554,346.184915,346.183804,346.185985,128.5255,126.519,132.079,92,92,171296.1196,pos
3555,1555,346.230123,346.228487,346.231531,260.13725,259.1722,261.1735,76,76,58580.7298,pos
3556,1556,346.70386,346.702759,346.704981,333.6681,332.9675,334.7988,99,99,507674.4494,pos
3558,1558,347.150341,347.130127,347.17265,739.88925,737.8331,770.8195,96,83,119936.7899,pos
3559,1559,347.205237,347.203679,347.219373,333.77525,332.657,373.3862,98,98,147177.4673,pos
3560,1560,347.174656,347.172838,347.176323,766.9682,765.3669,768.872,66,66,105181.662,pos
3562,1562,348.16187,348.160656,348.163026,338.5122,337.8254,338.8864,88,88,111348.0867,pos
3563,1563,348.284222,348.283041,348.285267,652.5839,651.1595,654.6517,82,82,83729.22223,pos
3564,1564,348.719524,348.718509,348.720338,346.3938,345.7076,346.8577,99,99,1112434.241,pos
3565,1565,349.072886,349.055906,349.087036,249.9351,246.4561,260.6516,88,88,140309.3418,pos
3566,1566,349.138027,349.136692,349.139239,582.1411,574.166,583.4976,104,104,230360.7206,pos
3567,1567,349.180324,349.179244,349.181302,260.95605,259.8088,262.1871,102,102,20139731.62,pos
3568,1568,349.181573,349.180307,349.222749,333.9315,333.0882,346.44,99,99,1032333.831,pos
3569,1569,349.218699,349.216602,349.220389,738.22,737.4021,739.3041,57,57,105443.4413,pos
3571,1571,349.257068,349.255942,349.258305,869.0085,868.2084,869.9842,76,76,82304.804,pos
3572,1572,349.683613,349.682605,349.685236,333.50465,332.5388,334.9041,98,98,297516.5656,pos
3573,1573,350.183587,350.182538,350.184625,260.9367,259.8747,261.6858,99,99,2487314.273,pos
3574,1574,350.250866,350.249829,350.252051,729.354,728.6317,730.2394,100,100,805842.2014,pos
3575,1575,350.25209,350.250075,350.26296,581.20405,573.5019,589.5726,78,78,353205.0952,pos
3576,1576,350.889257,350.888066,350.890397,329.87765,327.2025,331.5678,64,64,39572.65503,pos
