idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity,tp1_food_YESvsNO,id,P_1,p<0.05,"p,0.01",sign_1
1158,1158,505.329283,505.327769,505.330656,768.0166,765.4286,769.4694,105,105,952760.1061,neg,FALSE,NA,NA,NA,NA,NA
1159,1159,505.329561,505.327775,505.330734,719.25465,715.2047,721.9986,104,104,215992.1252,neg,FALSE,NA,NA,NA,NA,NA
1160,1160,505.3293,505.327656,505.330655,846.3056,844.3394,848.9545,98,98,246944.9795,neg,FALSE,NA,NA,NA,NA,NA
1161,1161,505.42328,505.421852,505.424694,794.7574,793.4668,796.9083,93,93,146671.9587,neg,FALSE,NA,NA,NA,NA,NA
1162,1162,506.299862,506.296367,506.304296,663.7088,662.1523,666.6344,99,99,148985.3365,neg,TRUE,1162,0.447845,0,0,1
1163,1163,506.332624,506.331129,506.334053,768.2088,765.4286,769.8468,105,105,321847.2993,neg,FALSE,NA,NA,NA,NA,NA
1164,1164,506.623843,506.621755,506.625124,58.9293,57.5678,60.8109,101,101,198073.6405,neg,TRUE,1164,0.050142,0,0,-1
1165,1165,507.201631,507.200187,507.202935,261.9675,260.4919,263.4003,101,101,575330.4422,neg,TRUE,1165,0.02663,TRUE,0,-1
1166,1166,507.220482,507.219014,507.222043,549.1038,548.0471,550.6736,99,99,1271013.108,neg,TRUE,1166,0.777624,0,0,1
1167,1167,507.365274,507.363732,507.367029,676.1678,673.3212,679.7349,85,85,139899.3453,neg,FALSE,NA,NA,NA,NA,NA
1168,1168,508.223871,508.222199,508.225422,548.9931,547.1892,550.7358,94,94,325220.0561,neg,TRUE,1168,0.930459,0,0,-1
1169,1169,508.205242,508.203515,508.206844,260.86405,259.37,262.3551,80,80,105887.1736,neg,FALSE,NA,NA,NA,NA,NA
1170,1170,508.315522,508.311553,508.321363,695.2457,693.6408,697.399,100,100,144052.7478,neg,TRUE,1170,0.939416,0,0,1
1171,1171,508.816536,508.813092,508.817813,61.2501,58.606,64.63,53,53,45055.46445,neg,FALSE,NA,NA,NA,NA,NA
1172,1172,508.873873,508.870895,508.874915,422.059,378.729,428.1115,71,71,331155.7861,neg,FALSE,NA,NA,NA,NA,NA
1173,1173,509.286315,509.283892,509.320987,694.5116,654.351,739.4786,90,80,68283.80011,neg,FALSE,NA,NA,NA,NA,NA
1174,1174,509.38151,509.379833,509.383355,700.38235,666.6424,702.6818,90,88,212852.2912,neg,FALSE,NA,NA,NA,NA,NA
1175,1175,510.250329,510.248375,510.251465,525.3497,481.7326,560.4086,93,93,228883.5093,neg,FALSE,NA,NA,NA,NA,NA
1176,1176,510.661309,510.659054,510.663059,53.75545,52.22,55.897,100,100,113488.8775,neg,TRUE,1176,0.000041,TRUE,TRUE,1
1178,1178,511.288237,511.286542,511.289676,636.6496,635.7384,637.5407,101,101,382103.3485,neg,TRUE,1178,0.602388,0,0,-1
1179,1179,511.287879,511.282777,511.289673,513.5061,512.4371,514.2247,100,100,327866.7255,neg,TRUE,1179,0.884083,0,0,1
1180,1180,511.397431,511.395678,511.398837,682.6276,681.4654,685.5563,101,101,465262.857,neg,TRUE,1180,0.045333,TRUE,0,-1
1181,1181,511.397788,511.395799,511.398665,715.29615,714.3326,716.6786,72,72,401135.627,neg,FALSE,NA,NA,NA,NA,NA
1182,1182,512.296444,512.294834,512.297967,604.6407,603.9155,605.074,101,101,1643779.567,neg,TRUE,1182,0.971471,0,0,1
1183,1183,512.400397,512.39881,512.40242,683.3678,681.5176,685.1039,63,63,134484.7422,neg,FALSE,NA,NA,NA,NA,NA
1184,1184,512.658526,512.65638,512.66017,54.0331,52.1201,55.3883,100,100,136736.8647,neg,TRUE,1184,0.045649,TRUE,0,1
1185,1185,513.172381,513.170327,513.173641,612.51555,611.7079,613.3881,72,72,340978.3497,neg,FALSE,NA,NA,NA,NA,NA
1186,1186,513.299809,513.297875,513.30153,604.6248,603.7159,605.2228,101,101,356197.6845,neg,TRUE,1186,0.870328,0,0,-1
1187,1187,513.413215,513.411336,513.415137,704.0195,699.556,705.8841,80,80,101726.5121,neg,FALSE,NA,NA,NA,NA,NA
1188,1188,514.655566,514.653226,514.657668,53.10395,51.5563,55.0955,100,100,69574.67641,neg,TRUE,1188,0.290293,0,0,-1
1189,1189,515.128498,515.126816,515.129414,622.0207,580.7441,644.3862,65,65,221932.8765,neg,FALSE,NA,NA,NA,NA,NA
1190,1190,515.26805,515.265602,515.270649,331.70205,330.4794,332.7764,96,96,117299.3912,neg,TRUE,1190,0.446365,0,0,-1
1191,1191,515.363241,515.328605,515.370999,705.091,702.5312,737.648,108,101,347968.7937,neg,TRUE,1191,0.187094,0,0,1
1192,1192,516.291395,516.289334,516.292639,545.1537,542.5073,548.1016,91,91,429735.228,neg,FALSE,NA,NA,NA,NA,NA
1193,1193,517.156102,517.154887,517.158298,260.76855,259.6247,262.2098,56,56,206336.6388,neg,FALSE,NA,NA,NA,NA,NA
1194,1194,517.239016,517.237109,517.240317,606.3372,604.7121,623.4758,101,101,179719.7773,neg,TRUE,1194,0.426772,0,0,-1
1195,1195,517.294945,517.292764,517.297245,544.08605,542.5718,548.416,68,68,98669.49433,neg,FALSE,NA,NA,NA,NA,NA
1196,1196,517.385456,517.383646,517.387213,741.8165,736.8701,743.6456,101,101,473740.5954,neg,TRUE,1196,0.331736,0,0,-1
1197,1197,518.388685,518.386527,518.390729,741.2094,738.6981,743.6899,93,93,136747.7742,neg,FALSE,NA,NA,NA,NA,NA
1198,1198,518.603395,518.601641,518.606021,58.05675,55.3405,60.4476,78,78,72302.23141,neg,TRUE,1198,0.128658,0,0,-1
1199,1199,519.402573,519.400919,519.40403,733.4264,731.0145,737.876,101,101,527857.5552,neg,TRUE,1199,0.43312,0,0,-1
1200,1200,520.26285,520.26075,520.264724,653.8934,652.5489,655.0699,85,85,71924.94791,neg,TRUE,1200,0.214343,0,0,1
1201,1201,520.405682,520.403937,520.407413,733.0198,730.0086,736.1283,89,89,153525.217,neg,FALSE,NA,NA,NA,NA,NA
1202,1202,520.69023,520.687923,520.692482,50.8224,50.2474,51.4307,67,67,62028.12698,neg,FALSE,NA,NA,NA,NA,NA
1204,1204,521.418198,521.416489,521.419485,750.7214,749.0242,753.6641,101,101,805374.0198,neg,TRUE,1204,0.289435,0,0,-1
1205,1205,522.421539,522.419845,522.423,750.6338,747.3712,752.9615,99,99,266605.6806,neg,TRUE,1205,0.308842,0,0,-1
1206,1206,522.687048,522.684844,522.688819,50.8058,50.0234,51.548,66,66,59569.87171,neg,FALSE,NA,NA,NA,NA,NA
1207,1207,522.868514,522.865066,522.870944,440.40895,438.3862,442.6609,86,86,100371.2112,neg,TRUE,1207,0.337878,0,0,1
1208,1208,524.275254,524.273742,524.276719,631.0973,630.6903,631.7391,101,101,978784.7873,neg,TRUE,1208,0.891266,0,0,1
1209,1209,524.332829,524.331084,524.3342,669.5471,668.9463,670.0351,101,101,788292.0844,neg,TRUE,1209,0.361531,0,0,1
1210,1210,525.266959,525.26524,525.268764,420.5921,419.7775,421.3964,58,58,94503.42448,neg,FALSE,NA,NA,NA,NA,NA
1211,1211,525.278612,525.276708,525.280144,631.0496,630.2664,631.7391,101,101,255394.5889,neg,TRUE,1211,0.302361,0,0,1
1212,1212,525.336177,525.334396,525.338054,669.2083,668.2777,669.9219,101,101,185631.4896,neg,TRUE,1212,0.474679,0,0,1
1214,1214,526.311956,526.310456,526.313327,627.6681,626.894,628.3659,101,101,999974.1167,neg,TRUE,1214,0.761433,0,0,1
1215,1215,526.348437,526.346676,526.349767,676.1451,675.3801,676.6415,101,101,683750.3138,neg,TRUE,1215,0.870759,0,0,1
1216,1216,527.315246,527.31235,527.317329,627.7744,626.894,628.9785,101,101,218117.3606,neg,TRUE,1216,0.405758,0,0,1
1217,1217,527.351928,527.349927,527.353446,675.9169,674.6215,676.5041,101,101,161849.7893,neg,TRUE,1217,0.778928,0,0,-1
1219,1219,528.260568,528.258519,528.262108,527.9608,465.3487,561.4952,102,98,483911.6805,neg,FALSE,NA,NA,NA,NA,NA
1220,1220,528.283259,528.281407,528.285765,620.08275,618.5671,623.6632,90,90,153036.0033,neg,FALSE,NA,NA,NA,NA,NA
1221,1221,529.202414,529.200709,529.203912,548.92255,547.5312,550.3621,92,92,248572.1157,neg,TRUE,1221,0.819061,0,0,-1
1222,1222,529.423138,529.421392,529.424535,785.8932,783.5028,788.7047,93,93,138768.9387,neg,FALSE,NA,NA,NA,NA,NA
1223,1223,530.299094,530.278927,530.300558,651.54215,618.4606,652.2178,102,101,1488197.847,neg,TRUE,1223,0.842403,0,0,1
1224,1224,530.848212,530.838454,530.862312,438.87,427.9377,440.9093,63,63,51123.78161,neg,FALSE,NA,NA,NA,NA,NA
1225,1225,531.301741,531.297616,531.303581,651.8631,651.2874,652.9789,101,101,340934.802,neg,TRUE,1225,0.534557,0,0,-1
1226,1226,531.439178,531.436998,531.440455,803.57705,801.4565,806.0005,84,84,86686.47709,neg,FALSE,NA,NA,NA,NA,NA
1227,1227,532.295409,532.293599,532.297047,651.7641,650.9216,652.6868,101,101,393587.9039,neg,TRUE,1227,0.94228,0,0,1
1228,1228,532.286388,532.284029,532.287623,508.8304,508.0248,509.6869,63,63,117523.7739,neg,FALSE,NA,NA,NA,NA,NA
1229,1229,532.844515,532.833105,532.850616,439.2195,437.4738,440.2906,91,91,63154.73254,neg,TRUE,1229,0.618119,0,0,1
1230,1230,533.2994,533.297176,533.302834,651.3829,650.0556,652.7945,97,97,76842.54776,neg,TRUE,1230,0.157449,0,0,1
1231,1231,533.379998,533.37821,533.381949,682.72015,680.7445,685.7039,58,58,169641.279,neg,FALSE,NA,NA,NA,NA,NA
1232,1232,535.287898,535.286394,535.289592,635.4428,633.8453,636.8432,77,77,101003.978,neg,FALSE,NA,NA,NA,NA,NA
1233,1233,535.298807,535.296874,535.300259,712.2614,710.1622,714.544,69,69,109394.365,neg,FALSE,NA,NA,NA,NA,NA
1234,1234,535.397486,535.383513,535.398651,697.725,655.4905,700.7311,83,82,295035.6735,neg,FALSE,NA,NA,NA,NA,NA
1235,1235,536.864234,536.859086,536.866814,439.32585,438.0613,440.2649,88,88,64116.07789,neg,TRUE,1235,0.887183,0,0,1
1236,1236,537.314604,537.312829,537.316409,728.4854,725.6333,730.3217,79,79,77872.66758,neg,FALSE,NA,NA,NA,NA,NA
1237,1237,537.412926,537.411207,537.414439,705.1071,703.8332,706.2906,101,101,1577656.542,neg,TRUE,1237,0.105196,0,0,1
1238,1238,538.312079,538.310462,538.313584,618.3743,617.5044,619.2221,101,101,3925766.036,neg,TRUE,1238,0.7862,0,0,-1
1239,1239,538.416463,538.414463,538.417867,705.1574,704.0627,706.5074,101,101,521462.838,neg,TRUE,1239,0.124294,0,0,1
1240,1240,538.860063,538.841204,538.862661,439.46165,438.3862,440.7897,98,98,89780.18776,neg,TRUE,1240,0.43568,0,0,-1
1241,1241,539.247019,539.20473,539.248162,419.54,412.883,420.368,103,103,281546.9103,neg,TRUE,1241,0.327335,0,0,-1
1242,1242,539.315296,539.313723,539.317076,618.545,617.8355,619.2221,101,101,949334.6699,neg,TRUE,1242,0.433242,0,0,-1
1243,1243,539.428651,539.427017,539.4301,705.9846,703.7069,709.179,101,101,3282483.537,neg,TRUE,1243,0.162777,0,0,-1
1244,1244,539.781384,539.778526,539.783512,651.6061,651.0001,652.3907,101,101,244648.0365,neg,TRUE,1244,0.898984,0,0,1
1245,1245,540.145524,540.143377,540.147483,651.6677,650.8611,652.3558,101,101,335168.6347,neg,TRUE,1245,0.802022,0,0,1
1246,1246,540.258099,540.251812,540.262836,651.1834,650.214,651.9609,92,92,109058.005,neg,TRUE,1246,0.442167,0,0,-1
1247,1247,540.327778,540.325891,540.329184,651.6068,651.0784,652.1897,101,101,71777987.8,neg,TRUE,1247,0.890151,0,0,1
1248,1248,540.401658,540.394651,540.410469,651.0859,650.2289,651.8646,70,70,106816.8577,neg,FALSE,NA,NA,NA,NA,NA
1249,1249,540.432025,540.43016,540.433469,705.9187,703.7069,709.7479,101,101,1093766.953,neg,TRUE,1249,0.191039,0,0,-1
1250,1250,540.509695,540.507801,540.511643,651.7629,651.0001,652.3368,101,101,347596.4256,neg,TRUE,1250,0.562055,0,0,-1
1251,1251,540.782361,540.779984,540.785439,650.9357,649.6972,651.717,55,55,48644.83208,neg,FALSE,NA,NA,NA,NA,NA
1252,1252,540.853426,540.826078,540.86028,439.4401,436.5573,441.8562,69,69,45730.75021,neg,FALSE,NA,NA,NA,NA,NA
1253,1253,540.874949,540.872192,540.877686,651.553,650.7603,652.2342,101,101,217718.6548,neg,TRUE,1253,0.924521,0,0,1
1254,1254,541.147974,541.145643,541.150206,651.03375,649.9795,652.0445,88,88,68954.61447,neg,TRUE,1254,0.305673,0,0,1
1255,1255,541.262617,541.260795,541.26404,410.7384,409.6155,412.1231,101,101,366565.9704,neg,TRUE,1255,0.111073,0,0,-1
1256,1256,541.331086,541.329237,541.332487,651.5361,650.8611,652.0404,101,101,19150074.71,neg,TRUE,1256,0.982649,0,0,1
1257,1257,541.434587,541.432049,541.436758,704.7402,702.0661,708.2545,90,90,121194.0574,neg,FALSE,NA,NA,NA,NA,NA
1258,1258,541.513205,541.511524,541.515292,651.04805,649.8012,651.7641,82,82,70082.25403,neg,TRUE,1258,0.581248,0,0,1
1259,1259,542.333376,542.331677,542.334966,651.4827,650.9576,652.1897,101,101,2976136.687,neg,TRUE,1259,0.80293,0,0,1
1260,1260,543.335968,543.334351,543.337538,651.6935,650.8377,652.3558,101,101,355847.497,neg,TRUE,1260,0.807355,0,0,1
1261,1261,543.400012,543.3983,543.401711,749.65995,747.7886,752.2637,88,88,154956.3693,neg,FALSE,NA,NA,NA,NA,NA
1262,1262,544.262652,544.260955,544.264352,635.7707,634.9081,636.5607,101,101,322844.8545,neg,TRUE,1262,0.616656,0,0,1
1263,1263,545.41763,545.415947,545.419272,739.41535,735.5252,744.4662,66,66,146372.8031,neg,FALSE,NA,NA,NA,NA,NA
1264,1264,546.278316,546.276277,546.280071,663.54535,661.8198,664.6967,100,100,171554.1122,neg,TRUE,1264,0.660691,0,0,1
1265,1265,547.433637,547.43172,547.435614,756.8775,752.7457,760.0349,89,89,188646.6491,neg,TRUE,1265,0.37385,0,0,-1
1266,1266,548.294166,548.292138,548.29556,695.052,694.0864,696.0681,101,101,142783.1929,neg,TRUE,1266,0.37209,0,0,1
1267,1267,549.449413,549.447684,549.450833,772.2054,769.2021,774.8201,101,101,527422.1822,neg,TRUE,1267,0.227531,0,0,-1
1268,1268,550.452672,550.451008,550.454104,772.5809,769.2121,776.5044,90,90,174580.9523,neg,FALSE,NA,NA,NA,NA,NA
1269,1269,551.465324,551.463478,551.466546,799.9849,795.6833,803.3287,99,99,617429.3106,neg,TRUE,1269,0.294222,0,0,-1
1270,1270,552.327612,552.324965,552.328946,640.3735,639.4272,641.1603,101,101,267521.9857,neg,TRUE,1270,0.953997,0,0,-1
1271,1271,552.364092,552.361988,552.365551,684.314,683.6594,685.0196,101,101,378876.2087,neg,TRUE,1271,0.906468,0,0,-1
1272,1272,552.468503,552.466769,552.46993,799.285,794.8608,803.3471,74,74,218651.2146,neg,FALSE,NA,NA,NA,NA,NA
1273,1273,553.330249,553.323216,553.333131,639.42395,629.7016,640.9175,56,56,66518.46573,neg,FALSE,NA,NA,NA,NA,NA
1274,1274,553.367391,553.364964,553.36966,684.026,683.1859,684.6723,90,90,97321.92731,neg,TRUE,1274,0.280939,0,0,-1
1275,1275,554.299143,554.297172,554.300532,633.5985,632.9889,634.149,101,101,823995.6432,neg,TRUE,1275,0.42043,0,0,-1
1276,1276,554.343415,554.341598,554.344883,670.3738,669.4961,671.2646,101,101,1900593.028,neg,TRUE,1276,0.473265,0,0,1
1277,1277,554.38004,554.377509,554.381529,717.5258,716.5306,718.9021,96,96,106214.5924,neg,TRUE,1277,0.186438,0,0,1
1278,1278,555.29943,555.291866,555.302712,634.0942,632.7495,635.4438,101,101,205829.8772,neg,TRUE,1278,0.838288,0,0,-1
1279,1279,555.346712,555.344984,555.348327,670.3925,669.4961,671.1645,101,101,494088.6242,neg,TRUE,1279,0.373929,0,0,1
1280,1280,555.447189,555.439088,555.458641,787.39225,781.2914,795.4444,94,94,207605.1211,neg,FALSE,NA,NA,NA,NA,NA
1281,1281,556.315109,556.312699,556.316756,662.3842,661.5714,663.3496,101,101,530306.7338,neg,TRUE,1281,0.704503,0,0,-1
1282,1282,556.322536,556.320626,556.324101,524.08925,523.4212,524.6747,92,92,256279.1921,neg,FALSE,NA,NA,NA,NA,NA
1283,1283,556.318044,556.293015,556.324107,618.2564,615.7598,634.3641,101,101,281670.0583,neg,FALSE,NA,NA,NA,NA,NA
1284,1284,556.594189,556.591967,556.596741,58.03795,54.6555,60.4315,96,96,100717.1803,neg,TRUE,1284,0.145714,0,0,1
1285,1285,557.316887,557.313111,557.31919,660.5206,658.8756,662.1288,101,101,176936.7068,neg,TRUE,1285,0.307821,0,0,1
1286,1286,557.340913,557.33855,557.342267,711.3482,709.724,712.9925,97,97,127931.916,neg,TRUE,1286,0.08373,0,0,-1
1287,1287,557.454443,557.452793,557.455783,809.3757,807.2625,810.9848,101,101,763736.1399,neg,TRUE,1287,0.56122,0,0,-1
1288,1288,558.311153,558.307745,558.312223,661.38885,659.9785,662.6301,66,66,128377.9415,neg,FALSE,NA,NA,NA,NA,NA
1289,1289,558.330336,558.328407,558.331769,693.8239,693.1818,694.4732,101,101,529774.1256,neg,TRUE,1289,0.695699,0,0,1
1290,1290,558.457627,558.456107,558.459303,809.5191,807.2625,810.9848,101,101,283534.2467,neg,TRUE,1290,0.718983,0,0,-1
1291,1291,558.591228,558.589223,558.592914,59.0504,58.0773,60.2627,101,101,426047.7708,neg,TRUE,1291,0.268576,0,0,-1
1292,1292,559.394664,559.385443,559.397009,705.7692,704.1899,707.167,101,101,304620.2768,neg,TRUE,1292,0.181394,0,0,-1
1293,1293,559.470367,559.468544,559.471818,830.6574,826.9131,849.423,101,101,246545.9322,neg,TRUE,1293,0.2742,0,0,-1
1294,1294,560.326568,560.324469,560.328338,693.5408,692.4051,694.4206,101,101,130804.5497,neg,TRUE,1294,0.514641,0,0,1
1295,1295,560.398591,560.389314,560.400921,705.5301,704.0282,707.1935,84,84,81436.81241,neg,TRUE,1295,0.042911,TRUE,0,-1
1296,1296,560.473442,560.471883,560.475042,830.13895,827.7835,849.423,62,62,87180.51017,neg,FALSE,NA,NA,NA,NA,NA
1297,1297,560.58834,560.586085,560.590032,58.9247,57.7,60.1803,101,101,642802.2314,neg,TRUE,1297,0.083393,0,0,1
1298,1298,561.376549,561.374943,561.392752,782.4171,780.5443,817.5862,53,53,52399.36551,neg,FALSE,NA,NA,NA,NA,NA
1299,1299,561.410753,561.409018,561.412697,707.1642,703.7069,715.1594,101,101,672431.8332,neg,TRUE,1299,0.285923,0,0,-1
1300,1300,561.485674,561.484107,561.487758,852.6883,849.5913,855.9368,63,63,75383.74764,neg,FALSE,NA,NA,NA,NA,NA
1301,1301,562.312067,562.31037,562.31366,610.1685,609.5577,610.666,101,101,702694.8184,neg,TRUE,1301,0.547797,0,0,1
1302,1302,562.414191,562.412144,562.415723,707.6569,703.8309,713.7618,92,92,206029.2963,neg,FALSE,NA,NA,NA,NA,NA
1303,1303,562.585465,562.58314,562.587257,58.8777,57.6867,59.7522,101,101,540596.543,neg,TRUE,1303,0.245781,0,0,-1
1304,1304,563.315498,563.313581,563.317283,609.8706,608.9989,610.5695,101,101,175527.8782,neg,TRUE,1304,0.754822,0,0,1
1305,1305,563.744523,563.741159,563.746548,633.0266,632.3709,633.8663,99,99,97173.96837,neg,TRUE,1305,0.568892,0,0,1
1306,1306,564.133467,564.130896,564.135009,633.2098,632.5833,633.9469,100,100,136010.9594,neg,TRUE,1306,0.984986,0,0,-1
1307,1307,564.327712,564.325978,564.32927,633.5564,633.0783,634.0462,101,101,34597223.93,neg,TRUE,1307,0.995717,0,0,-1
1308,1308,564.522198,564.519621,564.524346,633.2259,632.5737,634.3641,101,101,138848.542,neg,TRUE,1308,0.830453,0,0,-1
1309,1309,564.58243,564.580321,564.584284,59.0371,57.7,60.4315,101,101,273754.8861,neg,TRUE,1309,0.029475,TRUE,0,1
1310,1310,564.778679,564.776633,564.780841,58.8285,57.4703,60.3047,100,100,123106.49,neg,TRUE,1310,0.91217,0,0,1
1311,1311,564.911739,564.908378,564.914571,632.9918,632.0028,633.7547,101,101,81527.99271,neg,TRUE,1311,0.571224,0,0,-1
1312,1312,565.331139,565.329251,565.332598,633.4687,632.9559,633.9469,101,101,9540132.495,neg,TRUE,1312,0.82871,0,0,-1
1313,1313,565.444251,565.442559,565.445904,720.5789,713.3565,728.3579,73,73,231857.5011,neg,FALSE,NA,NA,NA,NA,NA
1314,1314,565.756918,565.75394,565.75915,660.94515,660.0503,661.8139,86,86,67319.86458,neg,FALSE,NA,NA,NA,NA,NA
1315,1315,566.147685,566.145692,566.14981,661.09085,660.1872,661.8458,98,98,94940.04044,neg,TRUE,1315,0.68315,0,0,-1
1316,1316,566.343339,566.341621,566.344743,661.8279,661.2801,662.3842,101,101,24714756.71,neg,TRUE,1316,0.993315,0,0,1
1317,1317,566.538752,566.53525,566.540611,661.0369,660.1471,662.3477,99,99,97252.29475,neg,TRUE,1317,0.991406,0,0,-1
1318,1318,566.580169,566.577567,566.583697,57.65085,54.4385,59.7417,88,88,84362.48214,neg,FALSE,NA,NA,NA,NA,NA
1319,1319,566.775961,566.773279,566.777686,58.8777,57.3486,60.0409,101,101,123059.5382,neg,TRUE,1319,0.468132,0,0,-1
1320,1320,566.929913,566.926709,566.933382,660.83525,659.3747,661.8458,72,72,59170.56715,neg,FALSE,NA,NA,NA,NA,NA
1321,1321,567.313821,567.312142,567.316142,549.76835,548.5743,551.8207,64,64,99924.47831,neg,FALSE,NA,NA,NA,NA,NA
1322,1322,567.346707,567.344818,567.348108,661.7026,661.0719,662.3842,101,101,6766700.134,neg,TRUE,1322,0.896221,0,0,1
1323,1323,567.460052,567.458277,567.461392,728.6939,726.7978,730.2731,101,101,615925.9446,neg,TRUE,1323,0.184392,0,0,1
1324,1324,567.7694,567.766048,567.771447,693.2488,692.4075,694.0966,89,89,74684.74703,neg,FALSE,NA,NA,NA,NA,NA
1325,1325,568.162364,568.160173,568.164318,693.288,692.1703,694.1784,99,99,102961.3217,neg,TRUE,1325,0.556575,0,0,-1
1326,1326,568.262669,568.26046,568.264233,633.1083,632.0028,634.3097,101,101,198779.9316,neg,TRUE,1326,0.518429,0,0,1
1327,1327,568.34826,568.347292,568.349681,661.5456,658.9173,663.0895,69,69,970711.3636,neg,FALSE,NA,NA,NA,NA,NA
1328,1328,568.359112,568.357149,568.360617,693.5906,692.9553,694.1784,101,101,25782716.08,neg,TRUE,1328,0.899836,0,0,-1
1329,1329,568.463344,568.461327,568.464844,729.215,726.625,731.9298,95,95,210630.5633,neg,TRUE,1329,0.10642,0,0,-1
1330,1330,568.555583,568.552883,568.557722,693.2715,692.4426,694.3246,99,99,105572.0179,neg,TRUE,1330,0.803592,0,0,1
1331,1331,568.620096,568.617382,568.622042,53.08205,51.7913,54.7035,98,98,75636.23608,neg,TRUE,1331,0.03204,TRUE,0,1
1332,1332,568.949177,568.945893,568.951838,693.2057,692.1028,693.9519,68,68,66675.78928,neg,FALSE,NA,NA,NA,NA,NA
1333,1333,569.362356,569.360508,569.36402,693.5063,692.6313,694.1784,101,101,7156800.878,neg,TRUE,1333,0.697418,0,0,1
1334,1334,569.476435,569.474358,569.477774,731.2368,728.335,734.43,65,65,218709.8852,neg,FALSE,NA,NA,NA,NA,NA
1335,1335,570.364865,570.362967,570.366575,693.5716,692.6313,694.1784,101,101,1164934.534,neg,TRUE,1335,0.782274,0,0,-1
1336,1336,570.617324,570.614543,570.619457,53.419,51.9756,55.054,101,101,107975.3302,neg,TRUE,1336,0.427929,0,0,1
1337,1337,571.118283,571.115613,571.119731,447.86155,431.47,467.2296,76,76,160479.224,neg,FALSE,NA,NA,NA,NA,NA
1338,1338,571.36745,571.365446,571.369385,693.4362,692.1028,694.3688,101,101,138943.595,neg,TRUE,1338,0.397539,0,0,1
1339,1339,572.614457,572.612123,572.616822,52.962,51.5753,55.4921,97,97,69944.02956,neg,TRUE,1339,0.579509,0,0,-1
1340,1340,573.132528,573.131195,573.134925,491.4541,467.8916,504.0269,53,53,96501.46816,neg,FALSE,NA,NA,NA,NA,NA
1341,1341,573.316383,573.314191,573.318489,767.9952,765.4599,771.7103,79,79,79317.54991,neg,FALSE,NA,NA,NA,NA,NA
1342,1342,573.448988,573.44751,573.450986,755.7807,751.5478,761.4877,92,92,733862.3162,neg,TRUE,1342,0.423812,0,0,-1
1343,1343,574.452749,574.450726,574.453912,755.728,751.532,762.1945,79,79,273756.7682,neg,FALSE,NA,NA,NA,NA,NA
1344,1344,574.565011,574.562969,574.567703,57.7918,55.7175,60.113,66,66,62504.90042,neg,FALSE,NA,NA,NA,NA,NA
1345,1345,575.465102,575.463226,575.466568,776.3048,773.6541,778.5369,101,101,1098814.281,neg,TRUE,1345,0.310835,0,0,-1
1346,1346,576.468449,576.466571,576.469812,776.26045,772.9625,778.7015,100,100,425729.2786,neg,TRUE,1346,0.383616,0,0,-1
1347,1347,576.562474,576.560006,576.564296,58.4283,56.4592,60.6945,96,96,112606.9338,neg,TRUE,1347,0.504115,0,0,1
1348,1348,577.480795,577.479254,577.482163,802.1254,800.0059,804.2202,100,100,681395.5144,neg,FALSE,NA,NA,NA,NA,NA
1349,1349,578.298754,578.296651,578.300106,630.7902,630.011,631.4883,100,100,148339.4432,neg,TRUE,1349,0.980801,0,0,-1
1350,1350,578.48419,578.482411,578.485523,802.1842,800.08,804.8517,95,95,276436.1063,neg,TRUE,1350,0.321461,0,0,-1
1351,1351,578.559344,578.557148,578.56142,58.3132,56.202,60.7834,97,97,93912.7042,neg,TRUE,1351,0.279848,0,0,1
1353,1353,579.436518,579.434403,579.43775,808.409,806.2709,809.6277,69,69,100643.333,neg,FALSE,NA,NA,NA,NA,NA
1354,1354,579.497028,579.49538,579.498578,777.0906,774.5098,780.1818,95,95,280683.1351,neg,TRUE,1354,0.178154,0,0,-1
1355,1355,580.283899,580.281992,580.285547,604.5373,603.7563,605.2228,101,101,291975.9767,neg,TRUE,1355,0.949104,0,0,-1
1356,1356,580.322627,580.320582,580.324274,538.038,537.3237,539.2549,83,83,147746.9486,neg,FALSE,NA,NA,NA,NA,NA
1357,1357,580.490839,580.489494,580.493175,849.575,838.3434,851.2336,74,74,151224.1573,neg,FALSE,NA,NA,NA,NA,NA
1358,1358,581.159768,581.157314,581.161147,612.3041,611.5531,613.6675,62,62,125301.0891,neg,FALSE,NA,NA,NA,NA,NA
1359,1359,581.237477,581.234954,581.239722,712.5259,710.7789,713.998,63,63,66609.93119,neg,FALSE,NA,NA,NA,NA,NA
1360,1360,582.507016,582.505167,582.508893,863.70445,862.6323,865.2752,100,100,148450.3275,neg,FALSE,NA,NA,NA,NA,NA
1361,1361,583.253302,583.251058,583.25484,432.8745,431.0984,438.236,97,97,388636.2219,neg,TRUE,1361,0.030265,TRUE,0,-1
1362,1362,583.253482,583.251282,583.254715,714.3626,712.8185,715.6336,95,95,293269.0221,neg,FALSE,NA,NA,NA,NA,NA
1363,1363,583.509586,583.508544,583.512223,863.5834,862.1532,865.3305,59,59,53757.12375,neg,FALSE,NA,NA,NA,NA,NA
1364,1364,584.256316,584.254191,584.258861,432.6069,430.5587,437.6667,85,85,121905.2562,neg,FALSE,NA,NA,NA,NA,NA
1365,1365,584.27855,584.276755,584.280639,544.5392,542.261,546.9914,61,61,133489.2372,neg,FALSE,NA,NA,NA,NA,NA
