idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity
951,951,417.073082,417.071629,417.074927,296.2846,294.1389,297.7309,67,67,122338.3948,neg
952,952,417.232725,417.231401,417.233844,260.8652,260.1163,262.3551,101,101,6135971.237,neg
953,953,418.236211,418.234861,418.237361,260.8652,260.1163,262.3551,101,101,1171159.898,neg
954,954,419.238958,419.237371,419.240048,260.7417,259.5123,262.3551,99,99,136664.6474,neg
955,955,419.313774,419.312458,419.315115,692.63585,685.8702,698.0935,86,86,210566.7854,neg
956,956,421.329933,421.328329,421.366911,705.8793,703.877,735.2908,112,100,302873.7954,neg
957,957,423.345411,423.343879,423.346385,722.3549,720.7381,724.2739,99,99,280435.8449,neg
958,958,424.956856,424.954983,424.961758,107.1641,103.4393,108.9164,95,95,89569.39576,neg
959,959,425.078074,425.070991,425.07917,520.856,518.6884,521.8073,85,85,106623.8418,neg
960,960,425.114868,425.112795,425.115831,445.56775,432.4928,466.629,64,64,140234.367,neg
961,961,425.360973,425.359626,425.362034,737.0342,736.2424,737.8599,101,101,985110.178,neg
962,962,425.397014,425.395884,425.398519,771.4791,770.3712,772.8247,91,91,69547.41824,neg
963,963,426.364231,426.362921,426.365312,736.9435,735.7715,737.7893,101,101,243567.6534,neg
964,964,427.198587,427.196972,427.200387,602.4452,601.0169,603.8281,56,56,80083.73561,neg
965,965,427.215951,427.214434,427.216995,315.9104,315.293,316.5596,101,101,274653.7483,neg
966,966,427.303747,427.302288,427.30492,703.4735,702.504,704.5493,101,101,197218.2618,neg
967,967,427.374656,427.372724,427.376848,730.3212,729.0811,731.6421,75,75,68857.55514,neg
968,968,429.15193,429.149738,429.153105,264.339,262.9026,265.5962,55,55,77836.18983,neg
969,969,429.190343,429.188714,429.19205,609.8758,609.0148,610.9737,66,66,134005.4507,neg
970,970,430.002133,430.000341,430.00339,236.0387,234.5234,237.3666,73,73,115040.0922,neg
971,971,430.925221,430.923095,430.926918,43.73985,42.4577,44.6041,94,94,66792.33914,neg
972,972,433.124982,433.12319,433.12688,611.1675,571.3448,641.7607,102,102,192239.8025,neg
973,973,433.215439,433.21424,433.21691,602.5784,601.1136,603.9937,101,101,365953.7946,neg
974,974,433.3292,433.327854,433.330657,713.749,711.8463,716.6728,99,99,283223.3203,neg
975,975,434.183113,434.181714,434.184178,263.46,262.467,264.9429,101,101,814820.9651,neg
976,976,435.143057,435.141748,435.144402,452.742,433.0159,467.4728,101,101,1821571.675,neg
977,977,435.186772,435.185135,435.188106,263.2422,261.9888,264.8447,99,99,155669.2001,neg
978,978,435.345251,435.343838,435.346349,727.2114,725.4956,730.4387,101,101,378910.445,neg
979,979,436.146579,436.144896,436.147948,451.25315,432.4928,467.4728,100,100,343309.0227,neg
980,980,436.280567,436.279276,436.281752,670.9845,670.1666,671.8452,101,101,152458.876,neg
981,981,436.348481,436.347148,436.349715,727.1241,725.3229,730.1411,64,64,83967.74253,neg
982,982,437.158851,437.157305,437.1715,486.5536,441.7639,504.0269,103,103,1160233.891,neg
983,983,437.288166,437.286706,437.289231,589.1092,585.3324,590.5411,101,101,534803.4141,neg
984,984,437.324453,437.322969,437.325839,670.4588,667.2489,674.5656,97,97,284861.8811,neg
985,985,437.360785,437.340282,437.362115,736.6837,730.6856,740.3213,96,96,222144.1856,neg
986,986,438.161726,438.160645,438.163329,488.9476,461.4532,503.4931,83,83,220609.8794,neg
987,987,438.208089,438.206794,438.209228,261.3728,260.1588,262.8811,101,101,370043.2659,neg
988,988,438.291388,438.290068,438.292767,588.8747,585.8807,590.2291,80,80,129229.7058,neg
989,989,439.214489,439.213003,439.215584,261.2755,260.3407,262.8811,101,101,3361741.707,neg
990,990,439.340101,439.338378,439.341171,682.9872,681.3686,684.515,101,101,465945.6078,neg
991,991,439.376217,439.374846,439.377915,754.51645,752.9901,756.696,78,78,87852.93761,neg
992,992,440.218051,440.21654,440.219119,261.1942,260.2261,262.7281,101,101,674794.3911,neg
993,993,440.677014,440.675226,440.678436,58.8167,56.2697,60.2889,97,97,145691.6427,neg
994,994,440.886582,440.884939,440.887681,422.0127,390.5939,426.4776,73,73,616408.5792,neg
997,997,441.220953,441.218453,441.222202,260.89645,259.37,262.1456,58,58,78233.54051,neg
998,998,441.355631,441.354241,441.356974,659.80715,658.5911,660.6833,92,92,99213.39097,neg
999,999,441.392129,441.390634,441.39325,728.4745,727.8099,729.3428,101,101,274974.3569,neg
1000,1000,442.395526,442.393913,442.396627,727.8629,726.6013,729.1938,73,73,69062.10171,neg
1001,1001,442.674009,442.672114,442.675172,59.1832,58.0106,60.731,101,101,445943.9506,neg
1003,1003,443.153242,443.151577,443.154399,477.5506,476.308,478.8383,100,100,272762.2474,neg
1004,1004,443.298295,443.297158,443.300063,600.1018,598.3199,601.4026,89,89,96068.79545,neg
1005,1005,443.313547,443.311935,443.314908,698.2169,695.9754,700.9303,101,101,242189.3941,neg
1006,1006,444.670965,444.669149,444.672252,59.2948,57.5342,60.731,101,101,500404.5922,neg
1007,1007,445.185153,445.183499,445.186139,612.7223,611.5584,613.3881,74,74,1126754.942,neg
1008,1008,445.329419,445.327907,445.330598,711.4483,710.7037,712.582,101,101,1459723.104,neg
1009,1009,446.188639,446.186295,446.225479,612.4048,611.3478,614.1496,80,80,189259.0889,neg
1010,1010,446.332852,446.33106,446.334024,711.7034,710.4852,712.582,101,101,402386.7549,neg
1011,1011,446.668048,446.66622,446.669399,59.2388,57.9697,60.7116,101,101,300513.1847,neg
1012,1012,447.141086,447.139436,447.141992,616.2063,579.1569,643.8994,81,77,576895.8857,neg
1013,1013,447.272335,447.27071,447.274502,582.7792,581.8784,583.8673,66,66,72489.27953,neg
1014,1014,447.344952,447.343529,447.3461,729.3972,727.2468,730.5947,101,101,1465794.964,neg
1015,1015,448.304062,448.302635,448.30521,545.3066,543.0916,548.1016,100,100,2192486.812,neg
1016,1016,448.348422,448.346887,448.3495,729.2337,726.7662,730.3212,101,101,405185.7976,neg
1017,1017,448.664963,448.663345,448.666668,58.2048,55.8374,60.0122,89,89,87700.97316,neg
1018,1018,448.859952,448.8563,448.861973,61.8958,59.3218,64.0563,89,89,70701.22756,neg
1019,1019,449.251707,449.250196,449.253021,606.6856,605.2842,608.2181,101,101,977067.5367,neg
1020,1020,449.307666,449.305924,449.308638,545.307,543.0258,548.416,95,95,565229.9814,neg
1021,1021,449.360844,449.359455,449.361944,737.16405,735.5441,738.8497,100,100,1205413.39,neg
1022,1022,450.25631,450.253843,450.259037,608.55485,606.2979,616.9584,94,94,314881.5746,neg
1023,1023,450.364139,450.362627,450.36532,737.35485,735.1422,739.1487,100,100,332509.8925,neg
1024,1024,450.705656,450.703891,450.707304,54.2847,52.6734,55.8091,97,97,92401.61913,neg
1025,1025,450.856169,450.853846,450.858117,62.8754,61.1898,64.7744,93,93,73774.9389,neg
1026,1026,451.339911,451.338481,451.341264,668.1568,667.0357,669.4746,100,100,283836.3874,neg
1027,1027,451.376577,451.375157,451.377677,753.3671,751.2577,755.0692,101,101,425774.5903,neg
1028,1028,452.275448,452.274035,452.276812,653.1769,652.62,653.568,101,101,1125123.721,neg
1029,1029,452.37959,452.378326,452.381085,753.58725,750.0398,755.7545,84,84,100636.2321,neg
1030,1030,452.702749,452.700914,452.704136,55.4463,53.8858,56.8131,101,101,274108.7227,neg
1032,1032,452.936874,452.934616,452.939199,306.6924,301.4598,312.3499,57,57,91062.73747,neg
1033,1033,453.209359,453.207496,453.210339,261.0327,259.6548,262.3551,69,69,118812.2235,neg
1034,1034,453.278564,453.275534,453.280044,653.1546,652.3838,653.8776,101,101,217950.1048,neg
1035,1035,453.319325,453.317912,453.32099,600.655,599.3083,601.9585,101,101,195782.6028,neg
1036,1036,453.355541,453.340563,453.356893,693.3082,691.6031,704.1521,96,96,153037.9145,neg
1037,1037,453.392026,453.390668,453.393242,771.5665,769.9193,773.1214,90,90,108743.7716,neg
1038,1038,454.699849,454.697825,454.701367,55.5046,53.6614,56.5597,101,101,265224.3598,neg
1039,1039,454.881451,454.879574,454.882883,440.63185,439.5525,442.3186,100,100,217322.4824,neg
1040,1040,456.696837,456.694803,456.69859,54.8263,52.535,56.4538,100,100,111983.6277,neg
1041,1041,456.87636,456.856885,456.87913,439.71605,395.0574,441.5049,96,96,139741.8097,neg
1042,1042,458.808298,458.806235,458.809819,78.0349,76.5395,79.6074,98,98,85665.6942,neg
1043,1043,459.270007,459.267252,459.271431,588.9314,584.8097,590.872,99,99,174354.7751,neg
1044,1044,459.32402,459.322637,459.325407,725.1178,722.8828,726.5546,105,105,374269.4143,neg
1045,1045,459.324,459.322335,459.324995,781.2746,754.0973,783.4862,109,105,685521.7453,neg
1046,1046,460.327286,460.325764,460.328979,724.8108,722.8828,726.7367,105,105,109507.544,neg
1047,1047,460.326892,460.325785,460.328604,781.404,755.3223,783.7415,83,83,208166.0418,neg
1048,1048,460.898251,460.896438,460.900273,440.6804,439.43,442.6609,99,99,175046.5254,neg
1049,1049,461.323594,461.321515,461.325314,680.8326,678.58,683.3569,67,67,122046.8544,neg
1050,1050,461.359638,461.344556,461.361569,744.4526,738.8505,759.7234,82,82,119260.9058,neg
1051,1051,462.174073,462.172388,462.175655,391.68875,390.24,392.664,88,88,124241.1348,neg
1052,1052,462.297241,462.29477,462.313357,680.1929,679.0372,681.1747,65,65,59456.87144,neg
1053,1053,462.731444,462.729597,462.733133,50.8528,49.9704,51.8841,101,101,94984.45553,neg
1054,1054,462.888151,462.85523,462.897227,439.2717,397.1467,442.8612,97,97,115937.2185,neg
1055,1055,462.973211,462.971595,462.97447,295.8894,293.2574,299.0974,58,58,117279.4723,neg
1056,1056,463.288421,463.287059,463.28964,656.85735,656.0623,657.8149,98,98,715618.2463,neg
1057,1057,463.340203,463.338423,463.341244,691.1815,686.7879,693.3766,87,87,419040.3259,neg
1058,1058,463.376107,463.374877,463.378172,758.853,756.4572,761.5265,78,78,92984.29832,neg
1059,1059,464.298981,464.297186,464.300094,509.3016,508.5283,509.9035,96,96,543174.9841,neg
1060,1060,464.315097,464.310499,464.344532,710.7052,684.0359,712.3544,91,90,149540.1141,neg
1061,1061,464.728347,464.726274,464.730114,50.8105,49.848,51.4813,98,98,72818.38935,neg
1062,1062,464.861143,464.838967,464.875231,438.5592,403.2648,439.7833,93,92,93108.4532,neg
1064,1064,465.189079,465.153513,465.191499,489.3827,468.5961,501.0081,61,61,151902.2837,neg
1065,1065,465.246501,465.244738,465.247795,490.2079,488.7733,517.1454,101,97,360866.7714,neg
1067,1067,467.311302,467.309552,467.312623,712.2317,710.2962,713.5448,101,101,371978.7542,neg
1068,1068,467.371198,467.369768,467.372507,710.7388,710.0241,711.8447,101,101,1818409.79,neg
1070,1070,468.17914,468.176601,468.180802,715.8596,713.8833,718.0182,68,68,62250.72543,neg
1071,1071,468.314813,468.31232,468.316251,711.7397,707.6072,714.6626,67,67,85859.08765,neg
1072,1072,468.374616,468.373072,468.375741,710.9166,710.0241,711.8447,101,101,503668.3573,neg
1073,1073,468.877167,468.875278,468.878649,439.3541,438.5057,439.9848,101,101,180602.1564,neg
1074,1074,469.327147,469.325439,469.328212,727.9649,726.2155,729.8087,101,101,273770.1358,neg
1075,1075,469.308701,469.30696,469.35043,659.02055,657.7732,673.6832,78,78,145559.9264,neg
1076,1076,470.87372,470.858273,470.875344,439.4754,438.7216,440.7897,101,101,240896.3198,neg
1077,1077,471.241789,471.240202,471.243037,324.2468,323.4883,324.8509,100,100,190285.819,neg
1078,1078,471.330614,471.328543,471.337505,703.4318,702.0661,705.0359,95,95,188721.4901,neg
1079,1079,471.342724,471.339277,471.34418,736.8147,733.3697,739.4978,89,89,266842.4573,neg
1080,1080,472.759754,472.757223,472.761813,50.08515,49.2721,51.2607,82,82,60282.70134,neg
1081,1081,472.868974,472.840359,472.872041,439.3762,438.3493,441.2585,100,100,114445.3824,neg
1082,1082,473.279838,473.278096,473.28081,723.1879,676.2003,766.2966,117,101,343757.3032,neg
1083,1083,473.360463,473.358884,473.361599,733.2653,731.0617,735.1715,101,101,471678.2243,neg
1084,1084,474.044035,474.042266,474.045263,274.8899,272.6927,276.5822,80,80,190882.8581,neg
1085,1085,474.25938,474.257442,474.261155,610.8907,609.8302,612.0202,83,83,90466.7694,neg
1086,1086,474.283135,474.281377,474.284156,721.36215,675.6412,782.8965,76,68,108996.8313,neg
1087,1087,474.36364,474.361764,474.365383,733.49325,730.7882,735.6711,88,88,122562.5684,neg
1088,1088,475.170998,475.170299,475.172544,731.3137,696.8533,767.8631,63,63,477401.3714,neg
1089,1089,475.192024,475.18068,475.193767,414.446,402.7946,415.4817,69,69,86268.50338,neg
1090,1090,475.303251,475.301241,475.308825,591.9325,590.0145,595.1284,101,101,167927.0841,neg
1091,1091,475.376442,475.374688,475.377677,753.4782,749.4105,756.595,101,101,342436.1006,neg
1092,1092,476.275423,476.273877,476.276685,635.109,634.5855,635.5126,101,101,2946819.161,neg
1093,1093,476.37918,476.377999,476.381443,754.5562,748.6135,758.5787,64,64,76620.37084,neg
1094,1094,477.278644,477.277159,477.279918,635.224,634.5386,635.804,101,101,646918.2916,neg
1095,1095,477.391934,477.39063,477.39348,768.2106,765.4613,770.6322,99,99,244587.709,neg
1096,1096,478.290259,478.277335,478.292244,662.952,631.5506,663.4528,131,101,1569690.817,neg
1097,1097,479.294149,479.280449,479.295512,663.044,635.6982,664.1736,106,101,350765.2005,neg
1098,1098,479.334257,479.333178,479.336124,582.7039,579.4521,584.0211,69,69,136816.8764,neg
1099,1099,479.368799,479.366812,479.370099,756.9732,755.7067,758.9908,95,95,128082.5003,neg
1101,1101,480.282278,480.279705,480.286012,653.2037,650.2313,656.0282,96,96,273033.1984,neg
1102,1102,480.306672,480.304908,480.307962,694.7878,693.7401,695.3419,101,101,1222042.037,neg
1104,1104,481.287547,481.28163,481.290681,652.9555,650.2304,655.811,73,73,118808.1389,neg
1105,1105,481.310069,481.30792,481.311734,694.8906,693.7401,695.611,101,101,271745.8694,neg
1106,1106,481.350557,481.34906,481.351821,603.4813,602.6183,604.3296,101,101,509035.3521,neg
1108,1108,482.353762,482.352117,482.355413,603.3984,602.1771,604.5622,93,93,119382.4891,neg
1109,1109,483.365927,483.364555,483.367434,652.958,643.8161,656.6202,71,71,295432.0762,neg
1111,1111,485.20714,485.205505,485.208675,260.8193,259.2754,262.6012,97,97,102210.4102,neg
1112,1112,485.381795,485.380331,485.383196,673.6832,669.2563,678.0219,73,73,251943.3197,neg
1113,1113,487.288212,487.286795,487.289645,638.4296,637.4591,639.3753,101,101,561125.244,neg
1114,1114,487.324566,487.322999,487.326175,598.5381,588.7306,601.6534,75,75,117372.9647,neg
1115,1115,488.291366,488.29009,488.293534,638.1612,636.6731,639.2422,90,90,129977.3618,neg
1116,1116,489.304019,489.302103,489.305425,665.8901,665.0518,666.6444,95,95,313384.4814,neg
1117,1117,489.35343,489.351707,489.355022,711.5036,709.8214,712.9837,101,101,497190.9895,neg
1119,1119,490.306833,490.305707,490.308723,665.6608,664.2613,667.2713,54,54,79628.23884,neg
1120,1120,490.35659,490.354997,490.358262,711.45755,709.1885,713.323,94,94,125723.1575,neg
1121,1121,491.319867,491.318045,491.321233,697.715,695.9069,698.8151,101,101,173412.8379,neg
1122,1122,491.356359,491.354865,491.357627,825.0284,821.9523,827.4006,99,99,698242.3815,neg
1124,1124,492.359339,492.357529,492.360481,825.0789,821.9529,828.0577,93,93,188491.5769,neg
1125,1125,492.372313,492.367709,492.37439,735.0917,732.6944,738.1106,79,79,127634.9552,neg
1126,1126,493.307908,493.306287,493.310518,641.4649,640.3661,642.2311,69,69,91644.97387,neg
1127,1127,493.386912,493.385351,493.388165,726.8371,724.7809,728.3579,101,101,860904.5856,neg
1128,1128,494.390262,494.388592,494.391877,727.07605,724.5809,730.0494,100,100,259181.5284,neg
1129,1129,495.300654,495.298879,495.302097,775.3296,771.6966,778.5196,104,104,99992.12322,neg
1130,1130,495.402553,495.400959,495.403839,744.6549,743.7691,745.4225,101,101,1226095.241,neg
1131,1131,496.154086,496.152224,496.156349,263.6981,262.2344,265.2256,69,69,85577.93913,neg
1132,1132,496.405825,496.404209,496.407105,744.7374,743.9489,745.7816,101,101,371672.9379,neg
1133,1133,497.113493,497.111604,497.115077,449.651,431.9844,466.4433,93,93,157433.4907,neg
1134,1134,497.172519,497.170453,497.174136,261.9402,259.3962,264.0656,99,99,226640.2234,neg
1135,1135,497.272866,497.270961,497.274518,504.64435,503.6786,505.63,80,80,86071.76286,neg
1136,1136,498.259762,498.257984,498.261173,609.2002,608.4255,610.006,99,99,159812.4754,neg
1137,1137,498.286522,498.284727,498.288124,539.7847,519.7194,558.9576,83,83,354065.2149,neg
1138,1138,498.635484,498.633324,498.637208,58.5095,56.4592,59.7417,100,100,137606.1113,neg
1139,1139,498.926644,498.924257,498.928305,535.6015,512.4438,550.0037,101,101,518530.3562,neg
1140,1140,500.275376,500.273672,500.276664,632.9524,632.3551,633.389,101,101,2003047.534,neg
1141,1141,500.632432,500.6306,500.634016,58.9945,57.6867,60.0557,101,101,495660.515,neg
1142,1142,501.184602,501.183041,501.186034,261.2221,260.3407,262.8811,101,101,353634.3793,neg
1143,1143,501.278708,501.276836,501.280091,633.0049,632.2921,633.6804,101,101,486556.5782,neg
1144,1144,501.391768,501.390257,501.393238,756.9636,754.0454,758.6048,101,101,377160.5928,neg
1145,1145,502.174035,502.170902,502.178278,263.4996,261.6204,265.3729,97,97,166278.3971,neg
1146,1146,502.290232,502.286666,502.29256,651.5696,650.2698,653.2426,98,98,159251.5798,neg
1147,1147,502.395283,502.393665,502.396959,757.45675,753.8601,760.8754,84,84,105035.2924,neg
1148,1148,502.629648,502.627726,502.631153,58.9482,57.9462,59.8333,101,101,654857.1165,neg
1149,1149,503.130317,503.121686,503.131962,450.6803,404.8367,467.4728,101,101,495400.8516,neg
1150,1150,503.331976,503.330614,503.33429,603.416,601.6774,604.9304,71,71,85565.65213,neg
1151,1151,503.407696,503.406113,503.409038,772.7973,767.9848,775.8825,101,101,343704.8273,neg
1152,1152,504.284793,504.281798,504.287595,635.1398,633.159,637.1854,101,101,185608.8646,neg
1153,1153,504.410422,504.409093,504.412377,772.8441,768.0084,777.6501,81,81,87894.5867,neg
1154,1154,504.626639,504.624723,504.628126,59.0052,58.1218,60.0122,101,101,472254.2568,neg
1155,1155,505.145994,505.144085,505.14745,488.4449,461.9769,504.0269,99,99,302083.0815,neg
1156,1156,505.204813,505.203356,505.206282,512.8935,511.4095,514.0963,69,69,102477.187,neg
1157,1157,505.287733,505.28229,505.290659,634.9168,633.6953,636.8434,65,65,74286.9619,neg
1158,1158,505.329283,505.327769,505.330656,768.0166,765.4286,769.4694,105,105,952760.1061,neg
1159,1159,505.329561,505.327775,505.330734,719.25465,715.2047,721.9986,104,104,215992.1252,neg
1160,1160,505.3293,505.327656,505.330655,846.3056,844.3394,848.9545,98,98,246944.9795,neg
1161,1161,505.42328,505.421852,505.424694,794.7574,793.4668,796.9083,93,93,146671.9587,neg
1162,1162,506.299862,506.296367,506.304296,663.7088,662.1523,666.6344,99,99,148985.3365,neg
1163,1163,506.332624,506.331129,506.334053,768.2088,765.4286,769.8468,105,105,321847.2993,neg
1164,1164,506.623843,506.621755,506.625124,58.9293,57.5678,60.8109,101,101,198073.6405,neg
1165,1165,507.201631,507.200187,507.202935,261.9675,260.4919,263.4003,101,101,575330.4422,neg
1166,1166,507.220482,507.219014,507.222043,549.1038,548.0471,550.6736,99,99,1271013.108,neg
1167,1167,507.365274,507.363732,507.367029,676.1678,673.3212,679.7349,85,85,139899.3453,neg
1168,1168,508.223871,508.222199,508.225422,548.9931,547.1892,550.7358,94,94,325220.0561,neg
1169,1169,508.205242,508.203515,508.206844,260.86405,259.37,262.3551,80,80,105887.1736,neg
1170,1170,508.315522,508.311553,508.321363,695.2457,693.6408,697.399,100,100,144052.7478,neg
1171,1171,508.816536,508.813092,508.817813,61.2501,58.606,64.63,53,53,45055.46445,neg
1172,1172,508.873873,508.870895,508.874915,422.059,378.729,428.1115,71,71,331155.7861,neg
1173,1173,509.286315,509.283892,509.320987,694.5116,654.351,739.4786,90,80,68283.80011,neg
1174,1174,509.38151,509.379833,509.383355,700.38235,666.6424,702.6818,90,88,212852.2912,neg
1175,1175,510.250329,510.248375,510.251465,525.3497,481.7326,560.4086,93,93,228883.5093,neg
1176,1176,510.661309,510.659054,510.663059,53.75545,52.22,55.897,100,100,113488.8775,neg
1178,1178,511.288237,511.286542,511.289676,636.6496,635.7384,637.5407,101,101,382103.3485,neg
1179,1179,511.287879,511.282777,511.289673,513.5061,512.4371,514.2247,100,100,327866.7255,neg
1180,1180,511.397431,511.395678,511.398837,682.6276,681.4654,685.5563,101,101,465262.857,neg
1181,1181,511.397788,511.395799,511.398665,715.29615,714.3326,716.6786,72,72,401135.627,neg
1182,1182,512.296444,512.294834,512.297967,604.6407,603.9155,605.074,101,101,1643779.567,neg
1183,1183,512.400397,512.39881,512.40242,683.3678,681.5176,685.1039,63,63,134484.7422,neg
1184,1184,512.658526,512.65638,512.66017,54.0331,52.1201,55.3883,100,100,136736.8647,neg
1185,1185,513.172381,513.170327,513.173641,612.51555,611.7079,613.3881,72,72,340978.3497,neg
1186,1186,513.299809,513.297875,513.30153,604.6248,603.7159,605.2228,101,101,356197.6845,neg
1187,1187,513.413215,513.411336,513.415137,704.0195,699.556,705.8841,80,80,101726.5121,neg
1188,1188,514.655566,514.653226,514.657668,53.10395,51.5563,55.0955,100,100,69574.67641,neg
1189,1189,515.128498,515.126816,515.129414,622.0207,580.7441,644.3862,65,65,221932.8765,neg
1190,1190,515.26805,515.265602,515.270649,331.70205,330.4794,332.7764,96,96,117299.3912,neg
1191,1191,515.363241,515.328605,515.370999,705.091,702.5312,737.648,108,101,347968.7937,neg
1192,1192,516.291395,516.289334,516.292639,545.1537,542.5073,548.1016,91,91,429735.228,neg
1193,1193,517.156102,517.154887,517.158298,260.76855,259.6247,262.2098,56,56,206336.6388,neg
1194,1194,517.239016,517.237109,517.240317,606.3372,604.7121,623.4758,101,101,179719.7773,neg
1195,1195,517.294945,517.292764,517.297245,544.08605,542.5718,548.416,68,68,98669.49433,neg
1196,1196,517.385456,517.383646,517.387213,741.8165,736.8701,743.6456,101,101,473740.5954,neg
1197,1197,518.388685,518.386527,518.390729,741.2094,738.6981,743.6899,93,93,136747.7742,neg
1198,1198,518.603395,518.601641,518.606021,58.05675,55.3405,60.4476,78,78,72302.23141,neg
1199,1199,519.402573,519.400919,519.40403,733.4264,731.0145,737.876,101,101,527857.5552,neg
1200,1200,520.26285,520.26075,520.264724,653.8934,652.5489,655.0699,85,85,71924.94791,neg
1201,1201,520.405682,520.403937,520.407413,733.0198,730.0086,736.1283,89,89,153525.217,neg
1202,1202,520.69023,520.687923,520.692482,50.8224,50.2474,51.4307,67,67,62028.12698,neg
1204,1204,521.418198,521.416489,521.419485,750.7214,749.0242,753.6641,101,101,805374.0198,neg
1205,1205,522.421539,522.419845,522.423,750.6338,747.3712,752.9615,99,99,266605.6806,neg
1206,1206,522.687048,522.684844,522.688819,50.8058,50.0234,51.548,66,66,59569.87171,neg
1207,1207,522.868514,522.865066,522.870944,440.40895,438.3862,442.6609,86,86,100371.2112,neg
1208,1208,524.275254,524.273742,524.276719,631.0973,630.6903,631.7391,101,101,978784.7873,neg
1209,1209,524.332829,524.331084,524.3342,669.5471,668.9463,670.0351,101,101,788292.0844,neg
1210,1210,525.266959,525.26524,525.268764,420.5921,419.7775,421.3964,58,58,94503.42448,neg
1211,1211,525.278612,525.276708,525.280144,631.0496,630.2664,631.7391,101,101,255394.5889,neg
1212,1212,525.336177,525.334396,525.338054,669.2083,668.2777,669.9219,101,101,185631.4896,neg
1214,1214,526.311956,526.310456,526.313327,627.6681,626.894,628.3659,101,101,999974.1167,neg
1215,1215,526.348437,526.346676,526.349767,676.1451,675.3801,676.6415,101,101,683750.3138,neg
1216,1216,527.315246,527.31235,527.317329,627.7744,626.894,628.9785,101,101,218117.3606,neg
1217,1217,527.351928,527.349927,527.353446,675.9169,674.6215,676.5041,101,101,161849.7893,neg
1219,1219,528.260568,528.258519,528.262108,527.9608,465.3487,561.4952,102,98,483911.6805,neg
1220,1220,528.283259,528.281407,528.285765,620.08275,618.5671,623.6632,90,90,153036.0033,neg
1221,1221,529.202414,529.200709,529.203912,548.92255,547.5312,550.3621,92,92,248572.1157,neg
1222,1222,529.423138,529.421392,529.424535,785.8932,783.5028,788.7047,93,93,138768.9387,neg
1223,1223,530.299094,530.278927,530.300558,651.54215,618.4606,652.2178,102,101,1488197.847,neg
1224,1224,530.848212,530.838454,530.862312,438.87,427.9377,440.9093,63,63,51123.78161,neg
1225,1225,531.301741,531.297616,531.303581,651.8631,651.2874,652.9789,101,101,340934.802,neg
1226,1226,531.439178,531.436998,531.440455,803.57705,801.4565,806.0005,84,84,86686.47709,neg
1227,1227,532.295409,532.293599,532.297047,651.7641,650.9216,652.6868,101,101,393587.9039,neg
1228,1228,532.286388,532.284029,532.287623,508.8304,508.0248,509.6869,63,63,117523.7739,neg
1229,1229,532.844515,532.833105,532.850616,439.2195,437.4738,440.2906,91,91,63154.73254,neg
1230,1230,533.2994,533.297176,533.302834,651.3829,650.0556,652.7945,97,97,76842.54776,neg
1231,1231,533.379998,533.37821,533.381949,682.72015,680.7445,685.7039,58,58,169641.279,neg
1232,1232,535.287898,535.286394,535.289592,635.4428,633.8453,636.8432,77,77,101003.978,neg
1233,1233,535.298807,535.296874,535.300259,712.2614,710.1622,714.544,69,69,109394.365,neg
1234,1234,535.397486,535.383513,535.398651,697.725,655.4905,700.7311,83,82,295035.6735,neg
1235,1235,536.864234,536.859086,536.866814,439.32585,438.0613,440.2649,88,88,64116.07789,neg
1236,1236,537.314604,537.312829,537.316409,728.4854,725.6333,730.3217,79,79,77872.66758,neg
1237,1237,537.412926,537.411207,537.414439,705.1071,703.8332,706.2906,101,101,1577656.542,neg
1238,1238,538.312079,538.310462,538.313584,618.3743,617.5044,619.2221,101,101,3925766.036,neg
1239,1239,538.416463,538.414463,538.417867,705.1574,704.0627,706.5074,101,101,521462.838,neg
1240,1240,538.860063,538.841204,538.862661,439.46165,438.3862,440.7897,98,98,89780.18776,neg
1241,1241,539.247019,539.20473,539.248162,419.54,412.883,420.368,103,103,281546.9103,neg
1242,1242,539.315296,539.313723,539.317076,618.545,617.8355,619.2221,101,101,949334.6699,neg
1243,1243,539.428651,539.427017,539.4301,705.9846,703.7069,709.179,101,101,3282483.537,neg
1244,1244,539.781384,539.778526,539.783512,651.6061,651.0001,652.3907,101,101,244648.0365,neg
1245,1245,540.145524,540.143377,540.147483,651.6677,650.8611,652.3558,101,101,335168.6347,neg
1246,1246,540.258099,540.251812,540.262836,651.1834,650.214,651.9609,92,92,109058.005,neg
1247,1247,540.327778,540.325891,540.329184,651.6068,651.0784,652.1897,101,101,71777987.8,neg
1248,1248,540.401658,540.394651,540.410469,651.0859,650.2289,651.8646,70,70,106816.8577,neg
1249,1249,540.432025,540.43016,540.433469,705.9187,703.7069,709.7479,101,101,1093766.953,neg
1250,1250,540.509695,540.507801,540.511643,651.7629,651.0001,652.3368,101,101,347596.4256,neg
1251,1251,540.782361,540.779984,540.785439,650.9357,649.6972,651.717,55,55,48644.83208,neg
1252,1252,540.853426,540.826078,540.86028,439.4401,436.5573,441.8562,69,69,45730.75021,neg
1253,1253,540.874949,540.872192,540.877686,651.553,650.7603,652.2342,101,101,217718.6548,neg
1254,1254,541.147974,541.145643,541.150206,651.03375,649.9795,652.0445,88,88,68954.61447,neg
1255,1255,541.262617,541.260795,541.26404,410.7384,409.6155,412.1231,101,101,366565.9704,neg
