"X","name","fold","tstat","pvalue","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","batch_1","batch_2","B_7","B_8","B_29","B_14","B_6","B_10","B_20","B_11","B_18","B_3","B_15","B_4","B_1","B_5","B_17","B_16","B_12","B_2","B_19","B_9","B_32","B_25","B_27","B_13","B_35","B_21","B_33","B_23","B_36","B_37","B_26","B_34","B_30","B_31","B_28","B_22","B_24","A_15","A_8","A_2","A_6","A_3","A_1","A_10","A_16","A_14","A_9","A_20","A_23","A_11","A_7","A_19","A_18","A_22","A_21","A_5","A_4","A_17","A_24","A_12","A_13","QC_1","QC_10","QC_11","QC_12","QC_13","QC_14","QC_15","QC_16","QC_17","QC_18","QC_19","QC_2","QC_20","QC_3","QC_4","QC_5","QC_6","QC_7","QC_8","QC_9","QC9_2","isotopes","adduct","pcgroup"
172,"M136T112",2.42981984620069,-12.1783644812898,0,136.047776766086,136.042437855233,136.047912676089,111.842,110.114,115.756,142,57,81,2917515.88039268,1993907.4169953,491145.108500257,1777041.01777881,2192429.80510547,1949419.29679675,1123113.88842041,1879533.29155094,1541576.4816653,1478461.61148285,2299810.25845117,2588074.51158008,1976780.25647388,2649881.93337488,1348990.89212249,1145437.38430972,1095038.47030111,2986140.32029346,1986693.05057166,1882288.34279297,497058.356439887,713205.002732474,621628.739529731,1293882.34798991,754984.023588867,965991.25736397,1247752.53352091,589942.849668791,433895.936685201,840727.471258731,590660.836759765,792515.997341165,1451658.40754728,3041695.3922627,852748.440195529,618117.020617676,674175.85893285,2037464.96947415,1699520.79899517,3441890.37649598,2253713.36173474,3222319.19834082,1127321.21750098,2724044.75290051,2501498.74845417,1849625.24671021,2013530.13740332,938817.261537353,932496.496807739,2425291.77900224,1771198.8723208,803961.067112132,1076207.16108582,715084.986525879,1176283.21682123,946861.235545898,2237542.41791992,527502.577872396,885897.02250409,1693991.78652409,1559015.75882715,1233900.07067871,1633706.29078906,1568481.17434211,599914.55764484,606116.901387233,713931.153167725,731437.340579274,783473.847624368,772162.420857307,741485.370647174,725219.735480842,1279309.78365039,820910.328152344,1385646.71726576,1410058.4166178,1403478.57903753,1427767.44412469,1325064.88005599,1449183.89196985,1415652.41778565,644689.310579942,"","[M+Na]+ 113.058",12
173,"M136T238",1.48951957500706,-4.42483979145061,1.98886284441535e-05,136.074816277826,136.074689303545,136.075574871251,238.287,234.039,242.715,60,48,8,377506.154660076,228565.419070578,193906.888183963,324489.256440113,418365.665971674,288931.567027576,127268.36924602,353178.936829871,187098.256565369,262026.281822632,290455.809997884,360416.04341247,379770.971838672,361611.845607639,61743.6907482911,259025.773599645,374202.273154375,391429.66037699,222797.108512664,398643.944317383,192044.75019588,187953.394155022,139792.448484555,209365.716078731,226060.163679037,143464.961477391,250530.718273315,111970.943274953,222116.811097174,199704.900779992,108672.73478273,268325.840003901,200087.467232684,232970.615959418,155701.892992182,118476.851305282,112817.213784067,470785.448908111,446436.921404202,472368.047897509,313090.812436302,558112.730319531,394035.636189263,383513.454714201,306502.014994067,343296.361985026,306775.113920427,303039.44980704,220243.338500232,559308.304115414,356449.032824414,194879.228762733,235440.21861802,184825.743496018,223170.77130609,342684.593217009,281520.739364387,129283.998200808,181402.124050601,374552.271954805,282857.227861445,176778.774596214,396096.135985236,258877.49573291,150517.092171461,144133.676556901,212946.34661866,195205.510919829,199874.265534912,210454.445223363,195853.162064237,195540.811041646,426673.812715032,200243.626034976,441936.917735126,321401.671313205,263824.036897839,321650.271826172,355728.349529236,429808.026738089,260214.149669759,146088.435929909,"","[M+H]+ 135.068",45
174,"M137T97",1.9638841157205,-29.4788756720511,0,136.969157236141,136.968446332885,136.969309682788,97.23655,95.701,98.8021,144,57,81,203679.717270005,231804.91476096,98106.7126159777,240677.183953053,204790.488241113,235299.272615531,114022.918695898,216152.454549054,242195.514094995,199228.71631697,166600.750652832,181931.683384688,184569.825123125,208815.237920508,200483.197383529,226195.692875262,202303.061055753,212596.983737475,211797.899277344,230092.0057962,78965.2802456218,100910.218298741,107519.845131665,200743.540414725,114221.071734607,120860.912415701,113643.458329991,63631.6962760986,77387.4073309937,107785.752123592,83137.2455468199,113884.968355981,114919.936770177,141455.659444453,105072.132567355,107809.8151257,91492.7059241047,234163.965719214,190171.413335376,225986.931660278,224747.000461035,242613.867176269,222302.775509741,275454.755769436,256471.365627544,244004.84865791,215903.560545483,126224.976308471,132807.885527109,225595.60573254,204007.533296109,106852.078025698,109997.355628152,106528.118819661,111360.204854018,213400.721128305,198370.166726405,80099.5070665365,118724.127509683,178274.21850965,212574.514294224,154251.442135677,213066.405008048,214118.382506873,111073.510982804,114513.983200767,112597.525782764,88393.548750116,96550.2982145386,105722.126514438,116151.523376154,108556.03722009,175939.041752114,96245.1738113841,187772.117792902,174042.481330922,185531.289229533,195761.569983096,212561.352019527,205869.821303571,222351.730877532,106106.737097754,"","",420
175,"M137T205",1.15659052009853,0.407209617675213,0.684802750259331,137.045614720161,137.044803631235,137.045748063013,205.167,187.157,230.053,74,27,44,886613.004512109,233310.650702066,207199.289628802,443254.689066431,637887.608252287,505891.887036914,254106.146860096,830847.161849255,254216.113639272,365343.954349453,1776.8155931114,464776.553487461,845828.068677056,359235.246189553,3107.12211942965,428261.787385653,225556.89466285,1004936.0576247,622764.178514483,413530.518217456,303496.719228176,115847.998512638,284881.224538226,404956.097976943,532616.329271563,199947.753290527,448008.554454989,158551.56418515,228927.090088182,2652764.86632527,399125.118948726,920147.877656538,131778.488942099,500916.239707698,603768.260824219,221458.717388731,195144.103975314,267998.460948643,5574.99603670481,226143.765946527,69131.0631551983,1493.73388113578,1660.69687899293,649506.227501982,958.587728420272,754.430379857309,1936.22039989107,2629.71288723716,3031.79648256259,1886.64555470858,10572.1593425032,251882.589318917,11400.189540197,232921.708123876,210107.317243793,801.112373694777,5184.74959593222,6568.78799990453,107476.361835531,6278.95505571073,11696.4957951599,479580.490484779,789686.962934483,810760.387684334,343006.240629069,323018.517095304,402892.098300423,317848.203833873,370988.302905762,450088.004711157,397552.400415153,435013.112109467,458939.567194098,394456.420380107,639321.46864628,336442.145488067,525555.170163652,733357.326565711,492878.742718915,562066.994344657,534375.333687639,261769.81716097,"","",82
176,"M138T114",2.18601935908299,-8.14174178453471,9.61541957167356e-12,138.052220645338,138.051500696595,138.053835970547,114.476,112.644,125.32,139,57,81,2258676.80922383,1930938.40185259,840556.542141815,1637514.69963323,2853607.54255474,1694962.8646875,1401822.12203143,2463190.8002742,1512023.97916364,1613211.73585449,2748431.47889245,3418889.96448174,2568267.5716808,2715098.55932723,1324579.17758559,1270119.49606463,1821438.22994097,4048539.6838302,2266770.17972168,2746474.64926894,1029380.82563763,1062635.62099348,721768.685148383,1903401.70253805,767388.025904297,1274905.14251583,2119975.04829446,507943.043162885,780684.678133828,1173320.68433168,713333.843320149,1684053.22991133,1643209.73598516,3766515.48165498,1783733.69513672,753190.536894816,848199.319953098,4688952.03260087,3475878.45282701,4890738.23644688,3541561.32535156,7220735.36161689,2238113.97266345,5192177.54309139,2052846.78022009,3681195.41990979,4322460.75090948,2154314.75661244,1629549.43455287,2715038.08499866,2392491.26123603,1444514.38763114,2519127.54771061,1461940.20974791,2388979.08940547,1591531.0612031,3758581.67300635,834926.182883434,1826336.8430991,2475674.04667969,1941673.20702764,1661588.53510082,2427632.33165878,2427258.01232639,865429.4844376,789536.728010324,1168258.4151638,1156346.46019308,1239641.19175016,1273070.50126737,1208892.46025672,1163101.99720844,1989950.43276124,1244294.71091071,1972819.64557031,2102037.19323558,2246052.21664974,2074279.27687505,2147459.73145881,2171820.51671586,1986404.42509898,866351.553050921,"","[M+Na]+ 115.063",3
177,"M139T120",1.5813638748589,-8.76099759440146,7.46069872548105e-14,138.906119490444,138.905428255133,138.906261545273,120.04,116.803,136.817,143,57,80,540750.354471313,576995.259110754,496968.010102384,519047.011847965,297802.85939209,432943.639306222,411168.986792974,691576.504907655,699073.973492241,420779.310895508,654785.931884895,526142.958165759,414884.746249333,456880.236024186,314649.15075586,753434.687417265,741882.503997792,556445.220025111,320521.599089133,473942.578979779,266153.802701076,339470.0483944,383614.385083184,491013.60111084,281041.339419841,317822.69460791,377703.142530823,429436.859127564,510828.518833905,204014.887561413,519712.437773485,322880.268693604,213904.360941696,358775.558721535,440736.657783796,251023.504096107,494095.692745917,542592.441695964,688853.64510961,521745.363262574,610719.53891139,621397.299266789,431346.289008502,896486.794476856,580598.489935449,917162.010103047,799925.085131906,608978.724031193,271126.296673029,676341.057415661,733246.178115713,255101.476113058,339558.467982954,401718.533267612,228388.796777696,875315.064805703,546631.274005521,244522.50640882,471573.575763315,437541.878103638,901096.954431555,641685.628930676,792760.911642839,776036.205007405,377201.84887915,289829.12175293,291677.980905527,284875.161057373,406432.538657483,424622.501484661,290853.552681397,458182.942388111,449991.003544303,293814.199410511,667166.764530485,450586.299672241,468817.227199768,534331.480761451,749020.201032715,521964.737976495,763325.645258789,294015.637396962,"","[2M+Na]+ 57.9585 [M+Na]+ 115.917",49
178,"M139T106",1.18485263532373,-4.9459574094659,2.43645119724079e-06,138.906046875395,138.90536532344,138.906225434297,105.8475,103.557,108.059,134,54,80,209932.109123935,285115.353390601,186795.375083036,243420.773280529,174519.277221265,190922.85225,153867.834585189,202733.060932016,265914.090650705,200630.250952149,270663.715801082,248825.01398999,159180.810370042,168201.36128391,124310.867444292,205782.252640099,214687.272028076,244550.48479987,133644.550004435,281391.357724872,176315.859315011,175810.755130672,204331.144918514,271489.759215821,112106.696559082,152850.224518066,178094.737051863,213253.055867788,212895.524537684,108969.484539313,191016.278539632,140280.458692112,100087.655970378,165387.345958308,117713.501356201,184666.237582238,217515.573932542,276095.727812124,189066.929641113,264873.629880022,314687.543789063,212419.592033691,266942.26784082,276614.932805398,274928.374390099,264616.977299154,231379.212947191,237571.791729141,172826.658995728,289618.259670448,228309.93304541,144051.567498091,175116.899571533,171625.64514082,119819.570324544,266841.90901247,209056.525702947,157068.500253337,183513.258686198,237998.714160226,277132.129662094,182243.168675391,255062.021494594,215469.021103666,188040.232973633,181076.924325521,152156.722605602,150575.19957841,162353.746548614,175703.775908203,173662.650578441,169726.991787571,220886.343276177,174864.92483724,193401.712012712,189545.186396597,224399.688648588,219497.970868593,220016.060243896,194318.354123757,220683.512828451,183872.044346413,"","",70
179,"M139T694",1.11835567700346,-1.02435071369492,0.307565616165159,139.038509577402,139.037924158306,139.038858229701,694.3705,692.218,696.533,108,52,55,713131.20867388,309052.24936689,508757.991642332,258833.482140234,580912.024859378,656825.135029583,655345.781748152,572538.592501609,456590.931564001,349547.400130777,818291.472173212,311082.083350484,616180.456817642,289761.793231811,197185.246735618,252179.070455729,354246.444501951,310153.922032753,563299.244304657,377438.51797433,528900.782610655,547257.18389411,593560.960523701,545338.102776074,553591.687290573,563881.486792755,173646.366379508,149337.817587675,182930.323699902,535573.865360022,251402.337357066,1302755.07063692,486372.025566101,215458.067104492,133974.800715496,549321.459801891,676276.38657558,440178.161793456,363612.879834284,706423.002971355,278640.626255861,116392.750421985,109686.170085936,492105.305291017,576636.019990863,257035.14138747,221428.567836647,132300.697050347,214836.421836329,320953.798809345,152525.266535156,176763.988306866,212550.053513021,536169.444255185,258676.467437826,177869.647643359,109559.512199341,225351.828272569,386986.160831177,365227.918123746,166510.935659767,223361.079570313,254542.064760831,250319.894062501,169806.026645292,127258.398380492,122344.458811197,126759.526692492,92543.5934244797,78843.6761132807,106135.373330201,110159.015361606,277723.778648437,122961.593592408,232605.131907146,248930.276771483,234694.878236654,237423.35958079,247139.709142229,220845.030047658,210956.410473046,131639.501250558,"","[M+H-CH2]+ 152.047 [M+Na+2K+NH4-H]3+ 299.171 [M+2H-CO]2+ 304.059 [M+2H-COCH2]2+ 318.075",11
180,"M139T875",1.81852385778582,3.89497169387773,0.000153384688819536,139.041739495804,139.040937354789,139.042008964187,875.25,852.472,924.079,346,49,77,1289640.54585,1538268.7033264,8556419.16254665,1887802.66379794,1697028.81469252,2121596.274875,9040268.73849503,1898282.3448832,11793139.5286531,1904110.08892039,1995763.11420703,1402016.47575827,2769171.76392822,2099654.45260997,1814872.22425822,1059874.84345624,1394989.28940364,1347233.88933302,2949090.5427375,1477372.43918382,11784007.2392842,14480907.2947556,14151493.5721756,1644337.49303309,1403747.11806901,7799401.36069471,1329389.45284856,2464492.12744344,3274770.37343303,5461285.88669282,5499612.14227531,2100310.7664656,2079908.21072656,6602189.01496313,3428213.08257488,3635546.35756197,2597380.21015625,2800118.54036865,1793774.39110677,1702262.05807031,1341836.91510742,5841747.36169905,1044472.00427135,1810957.97171215,11489325.1084175,1973463.16685005,1773254.5192255,6629823.6201481,1673552.46580883,370460.577734375,2121716.97727108,2124829.14327272,1719773.91886807,5371419.58485091,957257.566359371,1775186.61790178,1199405.39425949,455831.696708339,3913536.21054148,293571.335609385,1592632.15063064,1210998.90348803,2666483.27719827,2071460.67586184,6920030.94490939,5077176.15031835,3117406.38341029,1526929.06752232,5575898.84291588,2514593.54071225,2664318.97805376,3395958.86272265,1186873.2882334,3060195.00306141,1711968.45124201,1481248.79602843,4536126.35516721,1660264.21352716,2277872.37253966,1944284.05678069,1563301.88739235,13971647.6935493,"","",455
181,"M139T839",1.28274216647315,2.28059464032326,0.0249508195559307,139.041643277561,139.040960870728,139.041795847867,839.216,810.713,852.174,183,47,77,1589768.91102149,1295997.58785795,3052596.3814284,1096408.90118533,4444723.43147324,1887511.06229235,3036206.12140519,868805.121161376,2390405.51947695,1194429.65869454,1492140.71220312,2484930.78736233,2347949.30179434,1161704.17517734,1899122.01485075,900210.537756242,1391461.59783691,5007379.97969101,1787640.74070313,1348596.41825977,3932818.46550781,5264598.38060185,1822551.33843906,2247365.86207643,3916036.93450191,5792568.70380842,379750.5234375,1478105.15032031,3900127.51757546,2734455.06530553,2810615.35744719,2438343.5436132,1545040.80735791,1612563.54956985,2050312.14240253,4275406.52479627,1891465.53952665,11156571.326153,4938392.97266653,2363690.32321016,1714660.85946894,2433336.7754781,1592912.609641,6291885.36422604,2644416.04193068,10996790.4432369,965072.421390824,1751706.23706002,1286255.28981417,1126606.50209479,1568165.41952206,2967044.03564021,1308487.16282478,1740545.26359606,1405034.62873884,2666500.38503669,1492332.46552511,4553781.63689751,2232765.78295523,1496340.84462598,1964904.95655003,3725231.95579219,1558106.61547721,2534619.29196875,1674974.62961979,5287298.98025954,2044505.28356547,3369002.63701972,4107459.79278293,1988276.08418555,3928076.78783395,4212660.21903977,976189.547856257,2864080.74468359,1310393.75263631,1133504.04741586,1799527.77346453,4350371.99769117,2496200.88418053,2606689.0980429,1776088.15980556,4231440.68748995,"","",555
182,"M139T720",1.45970469866343,3.39904478017354,0.000887606197718327,139.041676056581,139.040903853067,139.041827815963,719.5785,687.516,768.363,328,47,78,2074079.50872761,1184177.58903378,1078468.80012448,4802765.46773871,4654930.5907022,1247074.30689453,7471049.43430333,5762497.7707411,5497853.49228698,2258064.97094329,1419677.94317709,2199364.72475424,1702154.72267057,4154439.98086681,1063725.45192604,1498315.61915838,1893704.49937265,2283227.31845494,6638376.4527627,1510152.37069922,1831208.89454088,1749678.21187222,5714161.21470588,2142757.9474182,1505151.01376492,7442350.43850082,1046250.36538802,1815834.34347657,969106.883844866,3037524.90763672,7356945.57773458,2268975.79499578,3372716.55627691,4647907.65341788,4568714.51902696,1603255.92434192,1456350.23236397,906166.175625006,2263369.5805315,2147835.44676218,839136.832435544,5321988.80697793,1297078.04739986,2321976.71331533,1241422.77859786,1184058.59938379,1679012.03668359,1631833.16029183,4461229.64278915,1509050.89467773,5745861.84961035,5642544.55482625,1118657.33466919,6459567.74413225,2046691.43705083,2450221.60602677,944491.131124222,1093066.79902284,331756.085718755,5353092.61578807,989596.912167417,1560843.45,1702228.98144792,1965911.31332645,1433900.40928438,7381557.87281292,2659935.80310633,3120637.84103917,1219661.24248096,5527630.61541692,6493288.02000885,1457894.81128125,1966218.34812231,1114709.99820417,1322589.44381682,1591512.82968164,2201962.93227069,2146507.78774281,1077848.86761475,2261006.44418399,2361287.02097841,1367777.0926604,"","",434
183,"M139T114",2.08147275066304,-6.81316044441591,2.84457701837937e-09,139.054962205917,139.05483244398,139.055684825405,114.055,112.787,115.971,65,48,16,77635.8147176649,57919.0116496757,33378.3609143496,72918.8042185516,105005.810121373,69837.2944360475,53556.6025174456,76474.3880113284,59828.3220935059,71771.9884005172,93039.3472198486,143461.993154102,120359.465554362,115995.975712036,54598.5956519569,38826.4547320314,59311.3990907119,172639.821575038,68918.1155190429,101233.148716308,60116.0955352988,45742.4911652834,33200.0317455875,83463.2016313477,19605.3030713338,53876.8362086359,85611.2207254774,22022.9511182467,28209.6557922056,54442.6873401403,29455.9578999183,52851.9030045574,73052.8341112453,165363.034086426,78417.2244920655,39962.1687369933,38283.3127904343,198867.146570313,157976.112938965,219164.210817662,139479.384642025,313938.906278942,97918.5968837891,227494.703087687,75306.4161464843,144844.027297476,199368.759572532,92370.5674084917,56698.1412011719,100827.918599572,84105.6414249441,59086.0551463002,110999.866195313,74040.6550049186,110698.750577637,71315.1678687773,149139.015986084,36684.4969639778,79738.298624939,109597.205075893,73474.4685613064,80855.0946139935,114620.936524957,106519.984962906,43064.294001204,43162.1057587583,53624.4898047438,47277.4087886978,61203.4740616642,44648.5562716592,57968.8118679994,54863.7188277766,79993.7720354353,50845.1595804263,76577.701913086,82174.3771027166,96737.293480957,80799.5031033761,66427.6596041014,73298.055324524,85082.4280745295,28495.7412658017,"","",156
184,"M140T108",2.08648589767166,-9.28417544295545,6.3948846218409e-14,140.067789273274,140.067086616301,140.067957622253,108.4995,106.37,119.136,150,57,81,3027194.25871992,5506519.36125183,1826255.75445061,8820146.7725353,7339735.94716912,3496510.10680229,2272175.48299256,3740792.41814574,3201366.66644179,8262190.57471394,5792148.22523949,6761046.02635566,7192428.21961324,5284657.91697252,5044424.60404846,3713434.70122754,3119573.82305308,6061647.10682963,5207035.09360628,4767560.13562367,1255136.60953418,2321083.95273666,2291090.88096857,3938155.32289279,3028945.93175706,3448858.31403564,4079694.91795123,1741726.85909241,2261272.13167419,2361199.19498539,2269006.37290865,3533532.02551143,1395721.97834026,7410087.22043503,4994655.77902712,1602321.6337057,2003619.68682799,10775627.7638811,5102289.00301514,10018741.0898682,9760842.12728789,4770679.61681899,10481768.2785107,10565727.0510601,6644844.23571633,6969693.95137313,8055003.81836853,3410045.16160858,4123304.91742707,7509922.68988128,8010318.75780559,1490761.06547925,3569709.83255981,2778368.63135891,1811010.70060519,4091793.61021602,8546938.49678262,2424752.52807292,3781367.53217024,4217798.09943702,4196800.88556904,4212987.68561202,5073526.66486158,4759074.36586483,2375468.00421559,2394855.12631866,2194632.12165956,2113243.20621935,2413926.45698435,2293263.63793732,2258218.59893437,2189526.64840663,4237380.75521814,2399499.73572081,4354799.92611857,4689624.3880552,4394669.81497582,4033837.30161187,4314499.41986266,4355041.89867921,4527556.55429736,2502954.72988781,"[51][M]+","[M+Na]+ 117.077",12
185,"M140T144",1.74431504825603,-8.29178334692318,2.18203233259828e-12,140.06738913535,140.067255491545,140.068101417244,143.889,136.846,153.639,63,45,17,626822.056211314,689456.135882254,441040.914985792,770456.259657393,902867.95301066,867538.693637207,482297.265361539,732545.906365788,807487.168441881,1245428.38221844,1175075.57967338,1154580.16868666,785912.299294501,728866.066465172,750948.179646767,810493.061543656,686328.945702766,981980.545361679,723366.875611213,991760.700707058,597577.928676296,776482.961458594,519113.080772788,1673372.65473237,728489.813522283,633505.667945855,835027.249206522,497553.708693566,128033.074990984,480449.13020352,529975.586519398,768958.84544911,789431.336044189,1417001.28938117,277419.312061657,418575.946543509,482051.558059735,1491291.30798357,1005813.932517,1613338.16935308,1184204.16374219,1673749.19990307,1213323.46485476,1472336.72311328,1182680.87140049,1172794.52422617,1178069.74293388,759998.115696051,1093288.00517766,1214226.10768436,1981947.30262427,653020.653502787,906420.453189927,618094.857711153,806814.037518639,1672455.18028073,1702323.50404903,548103.10310329,730107.301032715,867769.881499253,787064.049129321,788724.138141686,1875580.30978411,822709.275921875,580052.183081666,514125.631381487,683605.449803302,615124.143703728,629994.405772534,687022.329126959,459817.700080381,161453.607677002,852449.835796813,666409.841467686,807428.547887515,1386803.54538711,784047.0657237,760517.589992282,1654759.41048306,676416.392629516,1749709.27227972,548795.437015533,"","",172
186,"M141T120",1.61095161410514,-7.8366909963512,9.23994214474533e-12,140.903181939158,140.902434384448,140.903326037895,119.914,117.161,123.596,140,57,77,281933.477110788,787222.925432725,275682.308089506,343796.091116482,238128.970616602,486154.684740107,176120.629390168,215665.903692708,287919.224227941,368495.588716356,413476.940781706,443312.19652494,318908.229661487,397938.657915198,251476.702978118,269059.257288603,258164.283039368,395294.111718424,212969.284404602,298220.325096737,169183.744253174,231669.264782064,215599.476147674,330043.624359949,139789.138343145,218722.853958984,179145.057699814,222649.95274081,226867.38947667,169502.798958932,263182.080444598,116900.137379261,118237.618938631,334988.179683858,210792.368713588,255419.714566293,235241.239071565,579181.63773074,419691.90618977,288516.788706492,404833.289209527,209601.899018359,348622.024950471,531853.509361479,336536.055809827,401164.820982985,380444.223044699,236707.3086125,165657.40458374,612989.644928555,339365.679024287,247483.632514386,306413.086960578,207473.980473796,71301.4568870192,554932.58100418,295383.661469161,162663.458790149,322615.656268101,327737.722223755,596313.2597612,288253.401365007,370411.313912204,345891.263816719,203319.132500555,272696.829478641,226690.61802745,155186.104940002,146840.186824799,284307.6985468,267260.215528323,221824.209285189,293453.920526579,234650.79383441,334625.617061546,325188.623332209,326358.667489206,294259.757005774,375615.000330273,352067.434735645,462143.889716466,178964.092158778,"","",325
187,"M141T106",1.11673368845157,-2.26543966838289,0.0252378860555691,140.903086602694,140.902374631928,140.903295870536,105.841,103.557,109.109,125,48,75,142024.149985276,217121.607755127,88872.3583059081,171291.681151545,82614.2039348415,126469.642804372,110383.186915649,96929.8921108399,187755.590801325,148181.733174048,164898.695040829,193624.597352365,102574.134894997,80906.2240679931,71975.255695768,145581.138941515,156624.443417663,145940.390417887,85935.1951914063,168600.663861328,148779.940669336,123408.869370906,122203.763826953,179317.614875,82183.9483450196,124259.978968496,85127.7663883789,130217.59484624,151605.402578613,83499.3836045468,132497.115937907,96996.8118950911,54820.7714891602,116298.999435646,83074.8340885417,129541.438029199,177800.570535514,150015.823139174,112091.917374729,162020.866085816,239723.72254357,188068.764900586,114772.724256958,177253.719231896,178473.538372353,190376.922690054,159418.211489607,111908.516313702,116993.242653809,203490.464222506,145808.556908736,101739.38297526,138817.980795783,188631.359447007,73892.8052734375,163569.301293769,131591.064491818,104655.427818359,137352.499891445,132772.059134668,187239.862771973,91767.2546271917,150727.782382813,144159.325827555,123029.487443848,104248.806878385,101295.094356982,123396.382907195,79438.9389454901,81126.0335801867,109656.750708252,112455.964167481,98627.417634233,127652.271626127,90716.3257139423,139589.651170864,129409.136918057,102351.356994629,124814.759795898,114077.502340745,135745.468114453,121640.595433008,"","",70
188,"M141T112",2.20994488120211,-9.47027416982879,4.44089209850063e-15,140.979262519343,140.979153289987,140.980021605423,111.7535,109.997,114.416,46,39,6,196573.026596222,189982.968864349,39478.7960338677,95034.1207949218,70381.8724672852,110330.258160937,34934.6240472126,97257.0309271545,104767.215005493,110423.625543356,86654.1300360576,106997.769452712,134006.754325349,88621.3482709074,46337.2617697194,51873.0070477302,62136.2303756587,198436.236676269,98621.0782316895,186098.4356902,59631.5235272281,68891.8766643554,48936.8384142098,83533.108536755,105188.847549548,42012.7934712041,86067.9310680803,29351.9700805936,72307.8923352561,29889.0497171832,24577.726972542,91156.2693789435,159661.300590115,148704.127646484,45376.315389807,14945.2037157474,22090.4337770478,99553.5453159995,93873.3119005032,123994.721699707,82433.52538916,228742.369076986,111029.362325026,162690.303980713,106669.438748935,95669.2628837889,131523.026962365,71398.9572290049,56756.9772875706,146381.396919643,94587.7121233207,54598.5282335943,99996.2730925083,47192.4425106384,50556.6428942652,72190.0083740416,70178.7949193929,15421.0560431108,52922.6488292233,94271.2568965169,99680.0053018799,97873.7133660848,102624.603873884,67660.5312247722,36380.8013771474,35955.7220641998,31144.2721004076,32448.5492381907,48481.8792744905,50912.4129095779,61673.6466635823,56165.9339380454,86449.5912151269,53951.7005814007,69144.0955347657,93821.3873658917,83752.7069146728,73350.0942047021,76399.7588434041,88611.5048187921,63470.1658377277,41361.9014846009,"","",12
189,"M141T561",1.59062097808112,-3.39020278439557,0.00120776854355897,141.052051666004,141.051302052564,141.052179308756,561.1195,558.707,563.133,138,57,81,267357.154027576,553270.977499023,131812.790395909,425336.662114177,363345.576255,1447580.90105771,383682.340994627,412516.931421633,328588.084763496,377114.395569393,502529.508838072,518287.704828552,392682.634425885,460470.988076253,201818.967835306,338655.609625917,429736.741368855,712364.190083283,334594.073224749,281539.697116366,297014.530589615,624988.697598634,539035.927441787,832209.235683684,436809.100885666,753608.001984168,379787.933194593,379557.339381168,112849.417209375,447369.557504612,363458.616373649,221120.576493853,330848.762990285,280369.322002356,395586.424638888,460243.535101677,215237.743688232,749332.681052617,429659.660356394,809595.633566891,622416.243254344,1515609.49749238,322149.626399336,1020008.26438013,571957.510419726,494402.823429089,3512863.53473971,273472.95500963,1051327.89510074,279963.28513323,544573.174210557,636026.153139441,219115.303095758,357542.2226796,263702.783118145,204958.597523221,901123.549287827,227727.867333355,412455.450107526,562740.546302082,382525.496013453,532208.702331255,609686.850740862,638714.595311139,418761.540715472,356607.932799007,323788.0004364,339258.252675781,317486.220843749,351325.976503092,341084.975222885,334576.031258187,527903.703837313,334505.427324563,501982.246709558,521620.942262587,493455.529785336,532269.780914549,519017.755572106,539415.255235299,546065.707530065,352360.875993794,"","",252
190,"M141T108",2.54345856708417,-10.1406405939621,6.66133814775094e-15,141.071146784631,141.065630467646,141.071387475246,108.4445,106.37,115.859,142,57,74,147428.007341647,256843.863046875,58050.484290625,343396.850497355,286147.046044085,139587.892287946,128441.5744414,177495.853823205,140098.21964209,369337.385182962,232370.516940569,291620.621960658,235230.107877486,203842.350045227,214231.828342566,164888.096865385,140627.30798415,200889.234659695,215047.931325073,177615.971479492,79761.7937790074,77905.2602499112,80691.3923054687,147028.509513709,109715.078431201,89900.3509562176,141229.644913853,77995.7567236327,92514.588482666,87706.535615682,99883.6156524565,112110.222890625,130905.728949014,277387.15808748,122964.593574982,75943.4344785383,70600.4487331322,503773.079784729,200151.002342773,464462.247685414,434069.337697088,483472.173125391,438578.915938631,466577.321132353,205428.231594866,303989.058013867,376177.184441229,96212.1835042481,71963.6752055664,345001.929938306,378817.005004729,56318.7268916016,102014.386172852,64586.3403953126,121220.118785909,172608.39655721,360341.04503411,80968.9135803629,94428.3492933239,180101.132079659,197658.98121582,194978.293067522,239788.017098633,209498.036022321,96592.2896068114,81400.5638245738,75288.2855846353,94766.8245592448,86418.8637218831,75848.4194589846,66025.3733343749,75322.1623144532,198234.725222055,75667.6759476564,179713.680379845,158074.329238688,163176.989591759,196423.356173528,153772.463398158,187398.905244141,181973.264804199,108562.678807129,"[51][M+1]+","",12
