"X","name","fold","tstat","pvalue","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","batch_1","batch_2","B_7","B_8","B_29","B_14","B_6","B_10","B_20","B_11","B_18","B_3","B_15","B_4","B_1","B_5","B_17","B_16","B_12","B_2","B_19","B_9","B_32","B_25","B_27","B_13","B_35","B_21","B_33","B_23","B_36","B_37","B_26","B_34","B_30","B_31","B_28","B_22","B_24","A_15","A_8","A_2","A_6","A_3","A_1","A_10","A_16","A_14","A_9","A_20","A_23","A_11","A_7","A_19","A_18","A_22","A_21","A_5","A_4","A_17","A_24","A_12","A_13","QC_1","QC_10","QC_11","QC_12","QC_13","QC_14","QC_15","QC_16","QC_17","QC_18","QC_19","QC_2","QC_20","QC_3","QC_4","QC_5","QC_6","QC_7","QC_8","QC_9","QC9_2","isotopes","adduct","pcgroup"
488,"M217T115",1.07569358209677,1.26097081263003,0.20999634148484,217.081595370841,217.080526926849,217.081881769693,114.989,112.512,123.968,139,50,79,123707.665347949,138026.211854577,58166.9566333496,183921.024148417,116666.610460938,136726.584183195,237101.517199414,102558.412218954,207579.747822266,152487.859355859,106218.384528646,172829.710803294,334158.780478516,321764.564556768,427101.575769043,204814.741640206,293546.026918066,111523.756680836,242508.939406551,157802.544446615,304813.575565205,236493.488585845,282763.304731613,311966.790945592,314803.543712059,343589.928658342,287030.101219271,316665.138647461,215897.604393175,281646.750683594,224509.408883203,324692.879320845,351242.532589249,144541.500287842,293075.152261914,469027.18292152,320644.864167415,193063.265088112,227115.319714666,167433.218294809,191299.275050153,330418.158102735,367995.684361979,150741.687775435,278831.192189516,429427.133690549,236114.808165633,202740.819048491,117675.321314098,138997.446620396,325526.167823893,203606.712720703,189413.456482626,157555.288024739,163140.54513101,172240.391094971,120437.959630957,247096.911638184,302002.773840872,309444.761603643,88141.9070590376,281626.905760455,318509.740086115,305405.932705695,227470.754281851,272390.225277623,270640.42058283,221785.079959298,226027.298018973,377463.77933808,346422.079813847,281490.957865954,258265.072583008,336280.847029658,312269.099779829,356063.369074707,259979.225483399,259113.160566407,289100.271169117,346997.622140625,248316.547140765,263739.822299577,"","[M+H]+ 216.074",3
489,"M218T92",1.42647200698476,-10.9942835671079,0,217.950151898903,217.949928826405,217.951185998964,91.7989,90.2698,94.1485,109,57,48,121982.311428935,119231.604606393,83961.3576543195,122452.672285938,111849.283285547,159135.213139029,77828.0032731406,132173.694369648,121180.405635741,122303.584268723,112085.074585193,131338.281745755,102962.412115066,118635.369724512,97640.7302428711,131818.428530448,92294.0190484287,138517.566882691,114903.420729736,133400.016448975,69357.9296540466,83830.8196832268,71379.591104185,83588.61583313,131950.053769914,92791.4766064454,108685.231548365,60561.7578523344,83271.644364059,87278.0094146235,64173.6768626489,104554.600358546,119942.622011468,129106.601556976,78553.1305015665,76135.2486968176,67420.3595300317,145274.747741455,108284.999622445,156410.15805332,151050.83672373,145645.482831105,174528.328259922,151596.843506605,144545.232628125,154043.266999512,146249.224090784,104567.046655759,130637.509310381,153741.17715424,115870.556880142,87766.464346875,112545.069027295,110075.18345641,93717.4263203125,134103.671155559,97170.2665106952,80279.4191871777,107111.656343511,119535.289655955,127306.540725257,95983.6547734374,120820.6162583,92652.4948979493,79871.9928415246,75679.4598914623,87992.3161936129,71708.7182684126,103778.368947594,80679.5593110169,85413.2720210938,84153.1443014328,125942.188306021,66944.5577879883,109576.02433342,133388.298566113,125760.670193398,117007.192846094,112115.389138013,138606.922962132,130354.629968042,77430.6035539078,"[88][M+1]+","",28
490,"M218T122",1.74848069164406,-8.55037931131604,8.41104963456019e-13,218.138407406833,218.137366454351,218.138652741329,122.1145,117.598,126.071,138,57,81,462528.250157937,1523942.62735719,427462.967255807,399662.884657779,522346.323505371,1001186.14403778,260393.05314532,576275.587884454,491150.130964762,613855.742772569,498316.115021839,981907.451916015,751930.083975656,280003.285797899,474504.35518807,334473.966404215,403718.280964133,1102054.1583654,813910.484083109,376452.101685259,281794.729556529,405990.433278187,274397.798019531,654019.119968027,650781.281574519,341493.647150966,504063.540084375,309179.13454387,173479.862084494,220056.059903099,280712.481615932,513743.379452393,615184.092582689,659723.480673828,198009.703484933,220073.787026807,357118.445807874,735268.020709078,505864.846960849,793008.883565078,594613.091874645,645951.516179492,440360.248646671,688075.26083789,851831.451790886,491104.581185887,553925.761925604,462507.778292725,567003.154715332,589049.288105424,579793.328166526,244563.601710428,344272.444791387,477640.960934815,421398.206162147,623544.831748619,429088.2726875,194843.967637068,473623.210318581,460997.924261919,525811.313695652,566207.471829279,525545.240676546,497868.945086381,277584.609674627,275283.10787897,331380.034228841,336325.527140381,352445.053876488,342978.049201465,351896.102984272,317081.430714658,651952.182546578,366391.797665442,573898.890951926,592432.72118491,541667.924296875,558702.827147461,607181.981722005,619575.337872793,583122.806979365,313559.568764941,"","",68
491,"M219T92_1",1.3489664817532,12.9941471577646,0,218.910376766422,218.909313060263,218.910542812039,92.16215,90.8793,94.1485,148,57,81,153304.92808776,158281.377846022,178928.64750144,131397.20230169,140261.151182858,186724.691083173,187100.062525195,152257.016974837,153305.132116019,139876.867074694,153471.878495543,161865.603424707,129381.768988363,115880.878643762,120234.302499097,101650.739345616,136635.203980103,194283.877121019,137872.843370711,165823.175884748,168842.420539804,188600.317320308,171804.233634089,136251.03978688,223386.485037976,207925.831627308,227729.452257849,249783.30323427,200057.994615527,167869.720230363,196282.909888431,248142.285540372,178572.566075938,181055.58776242,116237.365490488,172387.319175385,143542.90181986,181799.837280551,163885.249718433,181325.067568524,164834.219516403,147689.616087275,189072.869720082,184244.262394273,157349.625473092,185389.514091974,172293.20019929,206817.399676421,242703.178093793,180274.952283966,155517.851679008,182337.250631277,224855.715233049,214573.337058594,223879.00437155,142919.10325262,158105.763773429,217963.386353393,221516.112088761,143203.200451465,157615.788211249,162899.589363081,171873.921533386,142741.378333044,218458.32292872,201678.638782016,211245.525229188,186325.919142347,192483.023158594,204291.654898926,197757.159768074,209771.653355369,159313.95952936,186224.312001505,151474.998517705,158551.932371111,162682.61834707,149610.665699715,145546.820015137,153605.668966153,155305.179987335,206960.971353944,"","",28
492,"M219T104",1.69834585249427,-18.4526605135813,0,218.919254212196,218.918234226022,218.919515552379,103.9425,102.393,110.883,142,57,81,709107.947671687,766618.214179479,426315.782073579,700835.26155957,456687.965257136,692602.638645752,332776.432910757,637080.41302768,774546.751656619,520894.970928589,713581.816276143,669619.155846631,411251.884421191,521967.525732709,433818.551256445,627076.139691909,714172.450610352,614277.739713902,424759.699626025,742230.503490899,349149.171121573,380726.481728809,508233.517913672,782495.103610631,175123.600327149,355355.151725995,305877.656993314,472581.559231623,426753.413206747,243081.623376736,469284.938475448,335443.716959981,204268.824395934,259161.688188942,237290.77053833,439885.925619673,451284.372097424,731230.69863181,661144.392966406,549990.959353906,804844.907090727,711989.925776754,726750.424158157,806145.735888797,695539.816271898,782737.331903245,689052.63681046,384949.358753043,359107.483367454,724745.442200114,700910.749637845,357080.743005698,316246.848732489,379657.285292674,324996.78324233,741588.079079993,674658.450443311,396890.358976083,386470.957309174,722820.004988324,764809.418050092,541408.755241519,616955.629942969,668547.890870768,431305.508025496,446115.319020778,334237.18086029,377515.065099577,342679.52888457,387901.219271452,370658.6131823,374784.050303977,639287.718968239,386127.063761772,592608.062031718,631586.259492885,618082.097879557,648024.566830243,694372.828660419,658296.213778245,651284.449872719,439008.690331722,"","[M+Na]+ 195.93",70
493,"M219T92_2",1.39597910542468,-9.45838505392012,0,218.948086536214,218.947064788362,218.948303242646,91.75035,90.2698,94.1485,138,57,75,149912.358544186,147310.363522825,103320.005899936,166605.589716211,152098.828240063,243859.368625103,89287.141480089,149846.530201538,176591.510461795,153065.648885087,144946.476280732,166698.851002417,155194.820297461,156817.200507181,124835.577142649,169598.549449955,148043.041713281,164758.54607049,136168.457790637,192055.111997157,95850.1099664063,92053.4157935636,72264.7394750868,145041.474411914,183598.342745981,121892.054783706,131126.757976484,251101.563241935,104004.696175488,115705.751104982,203916.332401608,149928.814627832,143725.298051847,162435.904937319,146434.935838522,95182.0669623624,164480.197909975,174893.322318091,164166.158369629,204643.634964669,223077.544849857,192827.958372538,218890.808469426,225125.375229101,172127.814036932,186027.768869049,192816.621177201,135365.871851381,152406.884903483,188777.228557556,149113.760611896,108613.770030078,125538.325827859,140514.281383125,140484.839410205,182563.633699547,161435.568037826,87598.4553040283,162014.348795361,157808.706011524,184800.190386328,162651.424956537,157847.216725748,164370.495526875,99754.6810999112,95303.6573477104,136729.566554917,105338.666251193,134442.709573451,109533.106743783,130836.176679963,116011.276840305,187360.629654053,105717.278727295,158302.389102734,165926.515008658,159154.078465243,163128.256845085,153886.293603174,157649.320641025,144806.913563858,95876.1311956765,"","",265
494,"M219T91",1.66947410592507,-12.6649728661813,0,218.98350213933,218.982514755657,218.983792977658,91.2738,89.4195,93.2173,133,57,73,152201.553539394,204946.8271606,128651.358186336,216175.00952544,168842.248882817,304219.00494694,118806.398646997,206177.74330087,163591.320832884,205485.449012929,134499.781995947,196036.369327148,159331.178069249,197531.001276367,173167.47178578,223837.104206267,166064.328233281,232163.297530769,168008.712689702,205925.8786203,92873.0099964222,104118.281734961,97709.7815046838,152426.396163395,96544.6273388531,150301.029971559,153963.95864308,57280.0627130635,95720.1968799317,100079.682483887,71799.5708812573,142913.728676843,167193.187599316,215540.206646118,200560.017813721,79723.765146192,83472.3877525384,185522.820815462,174306.109070122,240814.125507751,232970.185011507,257709.696845169,270374.923138934,318036.626788672,231111.257966298,256525.711109724,214154.450066146,169305.683390088,150644.021455547,222389.529451065,169347.166816121,138239.055432336,140840.497419101,131682.506223558,165488.812519832,221188.662636475,196235.489455339,106568.596848719,150092.074776797,169080.131226722,246613.954775019,209162.042134107,181724.754530284,163671.825306352,110429.400308936,100406.791612939,120633.495859424,130086.798523938,142985.558959615,123050.490050639,131164.799227782,100133.797291479,211719.759957851,116017.081252042,188031.519272156,185498.34848999,207261.972468677,195237.274047287,199388.196387246,177769.817688416,193231.028495825,109365.58290558,"","[M+H-CH2]+ 231.993 [M+H-CH2]+ 231.993",28
495,"M219T108",1.36737405591631,-7.20260630848445,8.0748296937827e-11,219.025932857844,219.024886483004,219.02632481372,107.996,106.37,123.472,163,57,81,12342672.3918632,9910161.33866486,10598677.177566,12892554.5595658,14410479.2511071,14292673.460196,9773615.98915375,18962425.6295269,14844073.11424,13492588.19591,13808589.3063354,11755487.5593608,13112698.2416287,14283138.8435431,20369248.2877589,15425108.3427742,14995241.9312074,16357743.0822772,14927099.2227108,12760194.7934639,6909945.69377972,11251251.0882319,12996766.57051,12264320.4972967,8760352.54596831,9300192.75386678,10055048.7374688,12886851.7175421,6614821.90384958,10226058.5826724,10144433.6251586,8137534.52299542,10107664.456157,7972822.37999736,6245311.63017762,9412048.30158192,8652353.99145926,11367297.4911599,15171749.6581656,11479998.4188008,9091510.08260587,7692627.77682307,14294892.7173394,10528658.7439167,12789263.4673623,11033035.1440077,10485582.2103841,5586616.74765701,8542679.26793297,12044483.621094,11628522.015862,5632648.98556434,6036524.32839219,6935110.96142952,11091089.3509419,10911751.2052751,11231537.8984311,11462083.5380172,7708748.50822973,12648222.0192485,10362139.3329535,13172634.5020545,14443045.9258866,18324948.2162178,12564612.3864423,12845784.4926188,7686107.90979359,7540278.15693256,8283404.83449184,8549032.63044468,7964038.79232911,8012982.1183822,17410813.8979484,8442509.94060518,13484547.8212123,17397889.5001593,13758878.2690045,17658224.2045464,13980951.2067578,13721313.4981287,14025598.3586748,10130644.38239,"[56][M]+","[M+K]+ 180.062",12
496,"M219T105",2.36518316260797,-8.86184422406366,5.93747273569534e-13,219.082293792306,219.081299152056,219.082527936303,104.655,101.105,107.143,127,55,68,416622.543569987,539842.682614746,172943.25342793,307192.59901034,653960.614752035,497578.742623427,252728.566759482,538993.670389193,468914.603819464,379703.748012248,283293.334137169,200131.158448901,327961.509028808,730095.305577814,395067.018736298,478982.760464427,718401.970907985,287162.845721719,898615.12837463,377219.801163537,323006.492636406,78259.1117797851,344509.606999551,735536.346700818,146154.0524907,245447.113631928,171314.761026136,141074.136062141,179941.058442601,224506.047879453,157028.845701758,114400.188116402,149794.98003297,117669.592326311,101676.182092924,211640.75458501,251439.992039063,137856.378934197,319133.403794231,128104.935120117,86864.6033916015,88451.9162003802,355391.829472559,81397.2503668823,109519.210139509,280450.849598026,142538.34833878,78824.7047377584,83273.0419196963,402968.854204036,159651.315477702,95209.5258661296,94953.1039838307,60843.7126903522,61391.4086520378,331397.401489525,237624.376254066,107530.819829297,114306.486553939,360988.983972354,487997.108780383,425806.198710599,459737.511777039,347149.935116587,199578.580891395,204268.12151023,133871.854696867,136422.74919169,112005.004329069,169558.122978516,184695.679102273,169409.911673741,532367.068524811,155847.751242407,503436.644299581,485045.967198607,477583.997740949,505776.050727679,511050.259062927,462448.633125651,551010.49646792,204453.309825033,"","",459
497,"M219T737",1.75190459844613,-7.58245862270337,3.84787757212735e-11,219.173053561185,219.172836689769,219.174154236664,736.994,733.251,738.539,93,56,37,88549.6430191904,79516.3510686465,67839.9644766857,67219.3186898441,158251.645138972,110744.760419067,99451.8917164482,110904.039642465,179662.577819294,159128.533789202,163459.246229019,155730.16121129,228727.70839522,230459.964266076,207579.514396004,112115.125851005,99547.8052488369,182694.246779235,136836.032585917,166854.290653577,86421.9784016043,72184.4245843614,67509.5492277354,86497.1533614686,69939.865047968,73928.5969629591,96654.904847838,72619.2856932431,72837.624176089,90532.5478036189,61938.7962846234,109128.088020198,61048.5116585284,125259.836952344,123444.608361178,84806.5460028672,77487.8385125445,294893.247924773,250582.393731336,239145.177838624,281793.324210936,202899.079938094,217303.38771079,349074.159419861,234181.103000412,218856.506969308,259085.790433622,74545.5808472228,106213.928176625,318893.287224184,195115.792670215,70185.551263403,84971.0230932906,134490.533103841,167234.929860328,190502.035550261,204044.458129151,117565.565191751,94065.0601577579,215891.845837017,223622.550287272,147143.133002518,129079.902878992,152175.520647363,67757.0799887695,85890.4206719746,94647.5327912221,91984.4626474117,75359.4632849932,93731.5550928737,94984.5310824295,99983.6315589398,125321.238482111,74472.4701860354,140173.424473291,128725.295594957,147095.982112523,133618.383082807,136092.104708353,141019.396450326,132436.199748779,91225.3193279766,"","",445
498,"M220T108",1.33321082959717,-6.71760143898625,6.22445872622279e-10,220.029488021954,220.028388494001,220.029789193687,107.971,106.37,135.643,167,57,81,752935.504020386,610086.153598772,505631.992289453,794833.236325196,915723.215032837,847518.595834351,536138.952176339,816734.567143881,842635.1558972,787465.855204101,806851.425474609,664018.621195638,795188.87956875,871470.661655273,1135133.81774707,873340.832327209,837759.255878907,672638.694314313,848574.604622131,687653.298447475,404491.768543527,635618.881342448,739284.536536551,713083.840443034,485813.049509315,507065.168032752,569664.637972559,892072.368866089,338555.079702149,562804.462514063,464896.153004297,479750.996745536,581934.427905274,742103.118092285,352510.225922939,511848.491214478,538439.945462454,631952.113415983,953420.389120215,596430.217668269,500904.69255649,451339.66314222,724416.588804409,635814.994988983,745612.222981903,629636.432332589,619053.144019206,346757.096063232,486723.544395717,770808.9102625,911571.172652041,471242.001450261,330860.289658804,410424.72571596,588290.869919364,621521.648223438,664142.352826172,498044.426198102,455414.073463378,536729.192599818,622163.510436621,756544.506394791,892378.595578776,792257.652289714,590452.874254688,735716.622410835,417318.303576322,444730.293798131,423910.312055739,471780.765737681,466978.476523438,467601.720022485,783997.426433035,488065.802655729,794905.987178907,893080.004242963,782666.950026041,775501.723753348,823966.611551953,1031368.91697917,808882.462235222,576821.825079171,"[56][M+1]+","",12
499,"M220T110",2.04864108322981,-12.2143475238375,0,220.06560907583,220.065306699727,220.066747387396,109.856,107.156,111.588,45,40,5,106940.733213334,115527.797691051,5471.20325301463,101410.42975,74097.1406669922,95468.6913567709,37436.7827820927,108970.149618056,94981.5323194987,75103.8279516622,45774.0751292873,70874.0892379151,59155.1496957031,106244.195550537,61354.8037185606,46712.3409165144,63066.7504976094,71818.3236554129,117066.957297782,79378.5374326869,23269.9446218554,26711.5285417065,39606.3339529083,83065.1726291373,7435.3834382616,50563.4508999065,36447.8218654882,20261.2615163624,42957.3743241856,39614.3806911964,34420.5336475989,24267.8512714903,47790.5511855469,67614.6191104643,43615.9947564732,9636.77076632778,49531.0926953248,78001.9911469284,95513.3852384766,133960.38174292,59168.1203685192,55686.7427197264,101435.295435963,100059.429286987,68335.4683013915,68486.8898129883,56797.4990712355,57339.7612200268,30892.6025624904,155813.046746467,94483.3264502492,29630.4620624569,66253.3047167435,51150.3755968213,45653.6080045187,63032.2228268821,118265.391113434,39300.3701390872,34163.5045320317,62489.9141945314,75081.9127424664,80357.0565184081,84871.2300404005,88326.8464092359,33505.4780674763,42332.6154368064,31692.6775720037,36776.2855296317,30298.2262335395,28953.1148319462,33580.5362203779,40182.7606296223,63434.4653161273,27266.3919012745,72465.4342414773,72194.580949929,82941.3503741473,47027.8813281249,82769.9375916123,42918.9886937499,59244.7305227458,33709.2942336798,"","[M+K]+ 181.105",12
500,"M220T535",1.24113397900114,-2.99575261835696,0.00345845337466866,220.11705590474,220.116767597459,220.117892305038,534.588,532.33,538.927,59,42,17,129708.060197602,49211.7505961914,48975.349057246,84066.4539301258,116953.521634615,149062.080294251,62713.4605866387,144213.53974707,97905.7797853274,88554.8191811323,139815.35371289,72701.5034388956,86759.8157788085,69229.0555788279,79632.8682073508,93223.2259618203,80546.7109741072,239328.416955078,75681.4296421669,332661.770525988,87173.6034498597,64950.7562344261,108022.943018982,98891.6112000818,82877.8299438568,61758.0610495911,92339.8964409874,89079.3238259433,79511.0270206798,79154.718133226,53778.8254933685,77693.0802501202,78086.179387232,92582.3647207677,97712.3099995117,29676.1164185961,36520.4250129961,125178.116931153,78715.32658647,75598.5781990561,108678.83896875,119172.806057691,86339.5772967464,185611.515153442,117832.821218305,96783.0230506345,83916.7753275752,95957.4634169917,134627.173013184,99082.0720489264,82243.9938009113,82318.3141430711,78523.9627938014,66326.2501063049,76611.2857694626,97264.9174316919,81501.3555220301,79474.5036324989,292787.205125332,96714.6842983484,79135.9128497243,113367.180915604,92826.0470566407,107235.861540755,78250.6490105763,76010.4405629993,77881.229898347,86168.7454478229,77557.1326174513,85172.7178428461,88241.7056733747,80948.4047012329,100935.739266023,76557.4219526602,78430.009934034,109247.637763477,88392.7977845769,71142.3040167239,103611.479353222,103318.520074317,65624.6710570949,75573.2997647852,"","",377
501,"M221T98",1.56266123720443,-16.3234108784361,0,220.934178393462,220.933125056268,220.934402458303,97.6865,95.4594,100.1924,140,57,81,1117186.21422271,1005228.62015859,745445.984020017,1015832.57705947,726772.13215243,1065531.68782857,515772.726085554,1022543.1619114,1135084.06662701,750987.218935315,1046690.79465813,833910.607151203,651732.863276667,767881.713430043,802104.84202561,1027179.47250442,1161832.21394111,881034.548193151,768114.226810547,1131932.86896195,630255.570211692,614417.685524557,758809.134281087,1161855.20340925,590174.792810669,528731.855813586,464673.772487802,783803.463017526,711208.740622122,459533.861363295,770644.02529875,594937.946201746,417758.122533175,309516.406053951,354999.855776855,708860.497783155,686029.326372136,876460.550522656,1055549.41500183,728688.25929618,822957.329038349,621883.184383109,792523.432045256,774250.796527198,945477.461611719,922369.378074506,840805.772326782,522869.962075941,522398.875871139,915080.742535559,999413.411289672,563610.961948431,464433.278070703,613764.188050575,501520.815360859,1053558.12558795,1002244.76006397,539777.995698854,563069.017609717,1031506.65512416,1024577.36933772,873691.111274305,978965.353049433,959390.714553528,634340.724375447,705800.617604141,618725.723314757,608829.933435697,612216.903836182,644037.498717215,617156.686919271,635440.351540869,898935.291653854,635479.241806388,906226.129109766,931595.069638349,918924.934163818,948195.774040464,989120.813216867,981544.135965454,1095320.63657899,621593.701345654,"","",411
502,"M221T108",1.37082896031183,-6.5838966966919,2.15080619980768e-09,221.024286376041,221.023197832668,221.024594572429,108.088,106.37,137.861,173,57,81,666766.959320307,253039.204792132,572934.742660034,863577.902454223,979498.239526654,941751.927788281,683644.5627612,924199.471019011,980714.99058125,908011.978167969,913438.616248047,731515.973219299,854787.56708789,856525.783867188,1410279.57283938,909344.822672241,968802.38159607,1081116.39365505,926235.007673828,784424.49279562,481021.655131138,693088.311836496,697907.567231445,828460.606530457,567901.646484375,616007.479121394,834523.469401856,814122.21374349,446825.253900586,640252.280952288,666351.957746158,546933.184784856,631639.589181941,765653.303707031,646705.569130792,297112.23467212,638041.420432617,660308.299333534,741783.412584412,674527.979868164,619492.8331649,498704.435767578,1241682.31129969,664767.983696875,1240558.91685301,719081.149594529,718672.724685417,149318.798719308,546010.393656226,874275.632433333,736839.876782227,347581.236208008,403283.776492745,446016.121059721,717208.892367746,730241.689158325,764770.976117774,778889.237889217,521964.607929367,773686.12449929,677805.621883138,825499.490468033,931328.315697143,830081.875550482,893365.59483515,618480.321846191,499233.803771066,482651.731809257,510501.717379687,519562.653444261,547080.168886946,482460.655273437,1109720.49311133,509455.76929541,862919.257184876,1168155.67491319,996696.276809326,894545.58603208,970241.577265625,1197352.59523061,926475.9166431,684940.618472917,"[56][M+2]+","",12
503,"M221T695",1.0888098746207,-0.73545107633439,0.463822755619889,221.052879098621,221.051903855714,221.053153797363,695.291,693.273,698.389,73,29,41,92852.6068656202,111947.152624089,140986.434801724,105292.840251767,87523.2032957614,90497.6965882331,154830.480604818,76179.99365969,136670.187802751,95633.7099580626,49677.8156814575,168080.980871583,47509.2256446369,50016.8116812744,182238.319795209,141415.384890101,163601.199632324,105647.508257129,235614.954643799,145575.631555372,117623.126043232,197856.126142636,196242.042688006,177365.04560826,110370.081562709,121555.089363419,89036.4605425215,156117.168948766,125330.938263626,91318.9665316651,112340.681468669,47973.5312267384,92771.8599545281,171323.571625976,152259.921023072,117810.857152328,147777.103073019,60119.9252314568,85706.9579553215,63429.9593670868,135090.951700439,116457.49171875,82683.1614660866,101909.871935391,91037.2030987537,122928.381727539,120803.177336292,165131.726794806,84993.1998759765,158207.375053367,114055.988294625,124119.198003332,82540.7155038746,173895.582935563,87143.3830190982,221087.103178272,118322.188953483,115057.505223432,148849.881868164,109016.225492504,261798.529702331,3897.24564561195,9171.80249077082,31510.3938776776,27820.8917872356,27164.3865686868,18394.4734187658,18047.2972168914,22692.4233664584,18594.3213258684,18501.1992774904,16608.7739906403,4454.69351703354,31028.6575066934,10065.9820172584,1834.268835783,15376.2975024879,19791.4933996797,13085.1878280065,14052.7602313714,27226.9765226458,16568.584286284,"","",205
504,"M221T631",1.44591990186296,-2.57985184944821,0.0113463091837032,221.080751309994,221.076850646535,221.081119032144,631.166,629.375,635.469,93,44,48,56256.629554114,315902.479325684,123789.547583048,318515.899324089,104420.030119315,312872.970988793,48016.3212542335,69858.4539765997,137469.874436373,298713.518154372,296639.355274761,35815.3735047868,332709.211844953,136239.497480714,68583.7989762927,157618.597437778,271858.905607421,122039.570054827,28722.5162992765,51143.3644799708,27745.9432792822,11150.098175507,27344.8311127508,19775.5007373656,102231.925606751,183668.668523207,171862.108694057,77707.7582488582,124830.865728479,31327.6131481516,45887.0012021479,449462.066178516,56887.0897098755,263832.282020787,74499.4499281752,76525.2918650943,69908.1808330435,271710.17638266,193234.752984961,257503.345165756,200543.096480468,60094.8041162038,106959.695775288,148075.05462922,318990.345346352,133449.425602459,87090.8015698951,110315.212121,81247.1825904697,306273.414111328,57875.2506120944,131590.221576782,63459.726711949,4348.14373231679,77473.8239404628,65518.7517395016,61864.6853749994,196716.775223599,340824.252302118,62140.6525781247,115039.126822209,64405.5352669155,82550.4100985979,84252.0497303188,92803.5064863111,65966.3111021726,81860.794361344,63009.8699816894,80210.6312995393,75182.274760742,94017.8710899465,68621.1589040436,74572.7832128904,74775.8884790037,66825.4062892251,76913.9492717283,89683.2367637658,75415.6927275769,75017.2246366537,53659.6391328128,102044.847432715,69181.3113986204,"","",16
505,"M221T777",2.57717597576552,-8.09124428983426,2.56086263306088e-11,221.152236017476,221.15203720244,221.153294518792,776.7545,774.467,778.428,50,40,10,119916.03686186,154937.252501494,11144.2727840245,145755.159478794,85200.0194269862,84566.2440106805,29703.4238836399,89778.7237082848,147313.481665564,81678.4567712247,60146.9535678258,97562.6766016654,94856.7476630786,59259.492072314,133247.356476788,96757.5872655085,137568.46160607,87103.2650631368,145470.263248047,93215.1823067052,70151.5057270788,74683.3707129061,63715.6016356945,161642.16267801,21679.4427230782,38051.2912214628,60733.4928502418,45689.36190121,43518.0184133374,56627.2010267698,64742.5932301237,47669.7116311525,29964.3435397382,58144.1507244323,29077.2274650926,56379.2205548746,76449.7275463343,122142.49646692,102723.815287353,29234.5013948168,97474.3030228273,53712.9853312498,94208.355123697,136975.971398112,185784.198364012,154666.463613177,82924.7468710933,54752.5537657365,39041.1654506681,173132.457677305,69318.0386640625,38381.4858693618,31217.8981416844,10161.9140766355,43194.2236715853,157127.059949676,62381.457194554,63258.9880616241,30739.826390322,84126.0028008314,129779.077204591,144911.53479323,343378.61502539,256457.498181985,69201.6997314646,103729.499484009,76853.52092528,123951.057188243,64165.8843299684,89115.2165734169,95692.3151469941,91385.7129065102,152472.247055549,93556.3040117651,139186.753536058,207830.811703259,209299.968687891,141873.875122868,224837.767739349,222931.847609819,271881.146849208,78008.5751451214,"","",179
506,"M223T106",1.50065581426029,-18.5503992173595,0,222.867353541237,222.866295891834,222.867667306278,105.781,103.966,117.608,147,57,81,565383.243415045,680400.158355267,339515.782627912,655375.076615547,558686.864573998,542058.437628757,394638.777452399,571663.354466927,633981.04515036,616438.778315186,577054.687907813,753808.112893245,543712.517321137,526516.587630286,472268.231365647,529402.023792383,544969.44504864,617408.087650342,558623.561698914,625407.005666016,412955.358161784,437223.106640259,441625.591954222,605654.060910517,328538.782695353,370084.176965625,352390.950828729,389326.111694815,363200.813105469,339453.361938501,422962.27554805,331959.772623153,290702.156714063,454795.061514164,246383.341260463,427368.383947925,458322.443421875,751036.872713424,544709.03845816,559411.706778907,878449.716657298,582024.954349331,723741.465900548,713528.966719844,642804.333600971,720650.828658697,746922.032042906,346694.82046377,355073.013839443,743548.833955267,603907.980066257,361558.815932474,309868.162163818,396466.175958697,361627.789243652,609640.094509881,570519.532172125,399553.249789879,365047.808623535,554830.485495686,638508.091960703,547659.852335065,632381.706522396,616022.257806299,443227.830537124,417404.303943482,365896.074049805,376794.565617066,360367.117236403,389507.481812744,395689.684909492,375188.521903495,574736.625051621,372358.357601554,656962.91573026,579845.054696289,577035.320886718,582970.495938463,605454.463939297,690180.33665319,615951.328670221,440569.394902363,"","[M+2K]2+ 367.807",70
